c1,ecosystem_tenure,review_tenure,reviews,added_lines,removed_lines,no_files,sources,blocking_tenure,blocking_activity
7854,0,0,10,30,40,10,1,0,1
7855,0,0,10,10,0,10,0,0,1
7856,1,0,30,1080,540,30,1,0,1
7857,6,3,42,546,84,42,1,0,1
7858,1,1,10,20,10,10,1,0,1
7859,2,2,30,90,0,30,1,0,1
7860,3,2,40,490,50,40,1,0,1
7861,3,2,8,16,8,8,1,0,1
7862,3,3,10,50,40,10,1,0,1
7863,3,3,40,960,50,40,1,0,1
7864,14,11,24,432,168,24,1,0,1
7865,2,2,10,20,20,10,1,0,1
7866,14,3,24,252,0,24,0,0,1
7867,7,7,12,0,96,12,0,0,1
7868,1,1,12,0,48,12,0,0,1
7869,7,1,30,330,40,30,1,0,1
7870,1,1,50,460,10,50,1,0,1
7871,28,1,60,610,140,60,1,0,1
7872,10,10,600,14240,8840,600,1,0,2
7873,14,3,70,2430,590,70,1,0,1
7874,1,1,180,260,1970,180,1,0,1
7888,11,11,46365,108768,108768,46365,1,6,2
7889,1,1,224,0,11792,224,1,0,1
7892,1,1,730,620,1830,730,1,0,1
7893,15,15,3367,81770,11544,3367,1,0,1
7894,198,0,10,10,10,10,1,0,1
7895,1,1,396,616,4378,396,1,0,1
7896,23,1,90,510,270,90,1,0,1
7897,13,13,24,24,0,24,1,0,1
7898,0,0,10,0,400,10,1,0,1
7899,0,0,170,170,340,170,1,0,1
7900,0,0,50,180,480,50,1,0,1
7901,1,0,10,20,10,10,1,0,1
7902,0,0,21,21,21,21,1,0,1
7903,1,1,10,20,10,10,1,0,1
7904,1,1,12,24,12,12,1,0,1
7905,0,0,20,0,640,20,1,0,1
7906,0,0,40,0,140,40,1,0,1
7907,0,0,140,30,20790,140,1,0,1
7908,7,7,72,1104,960,72,1,0,1
7909,6,6,45,270,45,45,0,0,1
7910,3,3,1140,4161,3876,1140,1,0,1
7911,1,1,14,70,56,14,0,0,1
7912,1,1,27,27,27,27,0,0,1
7913,1,1,27,54,54,27,0,0,1
7914,1,0,80,80,650,80,1,0,1
7915,1,0,130,60,17400,130,1,0,1
7916,1,0,160,70,20250,160,1,0,1
7917,1,0,280,300,21530,280,1,0,1
7918,0,0,20,80,50,20,1,0,1
7919,204,190,3204,200556,252684,3204,1,0,1
7920,8,8,24,448,192,24,1,0,1
7921,1,1,144,0,144,144,0,0,1
7922,0,0,56,0,350,56,1,0,1
7923,3,3,54,2682,54,54,1,0,1
7924,8,7,30,30,30,30,1,0,1
7925,8,7,10,20,20,10,1,0,1
7926,8,7,32,64,32,32,1,0,1
7927,8,7,18,54,36,18,0,0,1
7928,8,7,24,96,96,24,1,0,1
7929,8,7,48,144,168,48,1,0,1
7930,8,7,10,30,30,10,1,0,1
7931,8,7,10,10,10,10,1,0,1
7932,0,0,24,296,288,24,0,0,1
7933,2,1,45684,143424,144504,45684,1,0,1
7935,1,1,16,176,160,16,1,1,1
7939,0,0,16,272,16,16,1,0,1
7940,1,1,24,328,264,24,1,0,1
7941,0,0,30,380,20,30,0,0,1
7942,13,13,232,2958,754,232,1,0,1
7943,12,12,240,880,3900,240,1,0,1
7944,0,0,32,4944,0,32,0,0,1
7947,1,1,300,1125,7500,300,1,1,2
7948,13,2,72,312,96,72,1,0,1
7949,13,1,36,156,48,36,1,0,1
7951,13,13,225,1080,450,225,1,0,1
7952,1,1,18,36,0,18,1,0,1
7953,7,1,192,240,4200,192,1,0,1
7954,1,1,182,780,2678,182,1,1,1
7955,4,4,126,504,126,126,1,0,1
7956,2,2,52,3497,0,52,0,0,1
7957,5,5,96,1068,192,96,1,0,1
7958,1,1,40,490,50,40,1,0,1
7959,4,4,24,720,0,24,1,0,1
7960,5,4,130,80,480,130,1,0,1
7961,42,42,2146,3219,2109,2146,1,0,1
7962,1,1,30,30,60,30,1,0,1
7963,4,4,150,225,225,150,1,0,1
7964,1,1,8,11440,10080,8,1,1,1
7965,1,1,10,160,100,10,1,0,1
7966,1,1,24,56,56,24,0,1,1
7967,1,1,40,960,50,40,1,1,1
7968,2,2,78,1599,3198,78,1,1,1
7969,5,0,10,10,0,10,1,0,1
7970,11,8,24,24,0,24,1,0,2
7971,107,5,14,98,0,14,1,0,2
7972,0,0,40,960,50,40,1,0,1
7973,0,0,10,10,60,10,1,0,1
7974,7,0,16,80,48,16,1,0,2
7975,0,0,12,0,144,12,0,0,1
7976,3,3,136,323,170,136,1,0,1
7977,48,48,2040,134184,720,2040,1,1,1
7978,0,0,8,0,96,8,0,0,1
7979,3,3,28,140,140,28,0,0,1
7980,0,0,10,10,60,10,1,0,1
7981,107,5,10,70,0,10,1,0,1
7982,7,7,12,1116,108,12,1,0,1
7983,7,7,21,105,63,21,1,0,1
7984,0,0,12,17160,15120,12,1,0,1
7985,0,0,18,18,18,18,1,0,1
7986,6,0,10,10,10,10,0,0,1
7987,5,5,60,70,70,60,0,0,1
7988,6,5,30,1660,50,30,1,0,1
7989,25,1,30,300,0,30,1,0,1
7990,1,1,144,480,480,144,1,0,1
7991,7,0,4,372,36,4,1,0,1
7992,7,0,8,776,72,8,1,0,1
7993,7,7,10,970,90,10,1,0,1
7994,6,0,8,8,8,8,0,0,1
7995,7,5,24,64,8,24,1,0,1
7996,10,6,16,32,8,16,1,0,1
7997,4,1,12,36,0,12,1,0,1
7998,4,1,24,96,48,24,1,0,1
7999,5,3,8,24,24,8,1,0,1
8000,7,5,128,0,0,128,0,0,1
8001,6,6,15,15,15,15,0,0,1
8002,13,8,12,12,12,12,1,7,2
8003,14,3,24,1080,0,24,0,0,1
8004,21,5,90,510,270,90,1,0,1
8005,4,0,8,8,8,8,0,0,1
8006,1,1,30,230,20,30,1,0,1
8007,1,1,10,70,40,10,1,0,1
8008,5,0,16,32,88,16,1,0,1
8009,9,9,12,36,36,12,1,0,1
8010,15,15,12,156,36,12,1,0,1
8011,1,1,150,1440,2030,150,1,0,1
8012,1,1,330,100,400,330,1,0,1
8013,4,4,40,850,0,40,1,0,1
8014,9,8,24,24,0,24,1,0,1
8015,1,1,27,54,27,27,1,0,1
8016,1,1,24,36,36,24,1,0,1
8017,0,0,12,42,24,12,0,0,1
8019,3,3,12,12,12,12,0,0,1
8020,1,1,72,936,1872,72,0,0,1
8021,1,1,20,0,0,20,0,0,1
8022,4,4,24,48,132,24,1,0,1
8023,2,2,96,1200,192,96,1,0,1
8024,2,2,280,560,2030,280,1,0,1
8025,10,7,24,864,864,24,1,0,1
8026,52,52,99,627,1056,99,1,0,1
8027,0,0,40,50,70,40,1,0,1
8031,0,0,30,0,30,30,0,0,1
8032,5,5,130,1610,1380,130,0,0,1
8033,0,0,12,114,108,12,0,0,1
8034,2,0,6,324,210,6,0,0,1
8035,2,0,12,270,654,12,0,0,1
8036,0,0,10,450,210,10,0,0,1
8037,0,0,10,10,10,10,0,0,1
8038,2,2,48,360,408,48,0,0,1
8039,0,0,648,5400,5688,648,1,0,1
8040,1,1,40,40,80,40,1,0,1
8041,1,1,52,1508,1508,52,1,0,1
8042,3,3,340,765,2533,340,1,1,2
8043,0,0,108,0,21024,108,0,0,1
8044,1,1,1044,252,1332,1044,1,0,1
8045,1,1,1224,3504,3624,1224,1,0,1
8046,2,0,24,0,138,24,1,0,1
8047,2,1,48,624,5664,48,1,0,1
8048,3,3,308,1144,1408,308,1,0,1
8049,2,2,5555,32549,33033,5555,1,0,1
8050,4,4,12,36,24,12,0,0,1
8051,5,5,12,18,18,12,0,0,1
8052,0,0,20,160,780,20,0,0,1
8053,0,0,126,0,144,126,1,0,1
8054,0,0,42,798,14,42,1,0,1
8055,1,0,12,36,12,12,0,0,1
8056,4,0,6,12,6,6,0,0,1
8057,4,0,12,240,132,12,0,0,1
8058,4,0,12,648,180,12,0,0,1
8059,4,0,6,300,96,6,0,0,1
8060,8,5,48,2208,720,48,1,0,1
8061,0,0,12,48,48,12,1,0,1
8062,1,1,444,6876,18492,444,0,0,1
8063,1,1,14,0,140,14,0,0,1
8064,1,1,10,30,0,10,1,0,1
8065,1,1,20,80,40,20,1,0,1
8066,2,2,36,540,432,36,0,0,1
8067,9,9,156,676,208,156,1,0,1
8068,2,2,120,230,930,120,1,0,1
8069,1,1,319,814,13497,319,0,0,1
8070,0,0,20,240,0,20,0,0,1
8071,0,0,10,10,30,10,1,0,1
8072,3,3,595,2125,2635,595,1,0,1
8073,12,12,341,341,341,341,1,0,1
8074,3,1,21,357,63,21,0,0,2
8075,7,2,80,2620,80,80,1,0,1
8076,10,2,30,405,120,30,1,0,1
8077,7,4,10,20,0,10,1,0,1
8078,14,4,48,48,48,48,1,0,1
8079,22,16,72,768,324,72,1,8,1
8080,0,0,40,140,80,40,1,0,1
8081,0,0,30,310,0,30,1,0,1
8082,7,7,630,21924,5670,630,1,0,1
8083,4,4,160,560,336,160,1,0,1
8084,1,1,24,48,0,24,0,0,1
8085,11,11,2464,4928,2464,2464,0,0,1
8086,11,11,391,276,483,391,0,7,2
8087,93,7,54,513,27,54,1,0,1
8088,1,0,12,36,36,12,1,0,1
8089,6,6,308,1144,440,308,1,0,1
8090,4,4,132,440,308,132,1,0,1
8091,1,1,36,300,228,36,0,0,1
8093,1,1,2043,4122,3330,2043,1,0,1
8095,0,0,40,220,10,40,1,0,1
8096,1,1,10,850,10,10,1,0,1
8097,0,0,120,410,420,120,1,0,1
8098,6,6,36,72,0,36,0,0,1
8099,0,0,16,48,48,16,1,0,1
8100,5,5,240,192,1104,240,0,0,1
8101,2,2,56,1232,1568,56,0,1,1
8102,8,8,40,1080,740,40,1,0,1
8103,2,1,192,0,0,192,0,0,1
8104,1,1,40,920,1280,40,0,0,1
8105,12,12,600,1200,1200,600,0,0,1
8106,2,2,240,960,180,240,1,0,1
8107,3,3,160,840,840,160,1,0,1
8108,3,3,80,200,160,80,1,0,1
8109,8,8,1476,32185,656,1476,1,0,1
8110,0,0,30,24,30,30,0,0,1
8111,0,0,108,162,162,108,1,0,1
8112,0,0,39,234,0,39,1,0,2
8113,0,0,120,216,216,120,0,0,1
8114,0,0,18,30,6,18,0,0,1
8115,0,0,14,14,14,14,0,0,1
8116,0,0,16,1168,176,16,0,0,1
8117,7,7,18,48,48,18,0,0,1
8118,1,1,18,306,54,18,0,0,1
8119,8,8,176,3674,1364,176,1,0,1
8120,19,16,312,912,312,312,0,0,1
8121,2,2,30,420,410,30,1,0,1
8122,2,2,504,15666,16527,504,1,0,1
8123,3,3,96,168,120,96,1,0,1
8124,2,2,80,240,240,80,1,0,1
8125,19,6,90,1026,18,90,1,0,1
8126,3,3,144,1683,63,144,1,0,1
8127,0,0,10,90,30,10,1,0,1
8128,0,0,10,90,30,10,1,0,1
8129,0,0,80,0,90,80,1,0,1
8130,1,1,10,180,10,10,1,0,1
8131,4,2,15,0,30,15,1,0,2
8132,0,0,27,5832,396,27,0,0,2
8133,5,5,10,30,40,10,0,0,1
8134,6,2,30,340,30,30,1,0,1
8135,1,1,56,560,56,56,1,0,1
8136,1,1,36,774,0,36,0,0,1
8137,1,1,144,22824,21852,144,0,0,1
8138,1,1,20,310,0,20,0,0,1
8139,0,0,10,0,120,10,0,0,1
8140,9,1,20,200,0,20,0,0,1
8141,0,0,6,30,6,6,0,0,1
8142,0,0,24,424,184,24,1,0,1
8143,4,1,70,100,85,70,1,0,1
8144,6,5,10,110,0,10,1,0,1
8145,0,0,8,56,56,8,1,0,1
8146,11,11,21,21,21,21,1,0,1
8147,14,12,30,420,450,30,1,0,1
8148,1,1,6,6,6,6,0,0,1
8152,0,0,18,306,18,18,0,0,1
8153,9,9,85,646,306,85,1,0,1
8154,4,4,126,180,153,126,1,0,1
8155,7,5,324,14310,0,324,0,0,1
8156,4,0,8,56,40,8,1,0,1
8157,4,0,8,56,40,8,1,0,1
8158,18,12,80,230,80,80,1,0,1
8159,26,0,12,162,48,12,1,0,1
8160,3,0,10,20,20,10,1,0,1
8161,5,4,8,8,8,8,0,0,1
8162,12,0,60,610,50,60,0,0,1
8163,12,0,10,80,0,10,0,0,1
8166,4,0,36,1188,840,36,1,0,1
8167,10,0,10,60,50,10,0,0,1
8168,12,8,60,730,60,60,0,0,1
8169,12,12,20,20,20,20,1,0,1
8170,4,0,10,50,50,10,0,0,1
8171,1,1,10,30,30,10,1,0,1
8172,12,8,60,610,50,60,0,0,1
8173,12,0,24,24,12,24,0,0,1
8174,12,8,12,96,0,12,0,0,1
8177,0,0,10,0,40,10,0,0,1
8178,9,7,14,14,14,14,1,0,1
8179,1,1,10,0,30,10,0,0,1
8180,4,4,30,170,110,30,1,0,1
8181,3,2,24,48,48,24,1,0,1
8182,3,3,8,24,32,8,0,0,1
8183,2,2,120,285,30,120,1,0,1
8184,4,2,40,100,120,40,1,0,1
8185,4,2,10,130,160,10,1,0,1
8188,1,1,88,1408,44,88,1,0,1
8189,2,1,42,84,42,42,1,0,1
8190,0,0,18,1722,1650,18,0,0,1
8191,0,0,48,840,36,48,0,0,1
8192,0,0,12,288,108,12,0,0,1
8193,0,0,12,156,72,12,0,0,1
8194,0,0,20,3880,3620,20,0,0,1
8195,0,0,12,24,24,12,0,0,1
8196,0,0,24,624,408,24,0,0,1
8197,1,0,12,60,30,12,0,0,1
8198,1,0,6,54,12,6,0,0,1
8199,1,0,42,60,54,42,0,0,1
8200,2,0,12,480,498,12,0,0,1
8201,2,0,6,120,60,6,0,0,1
8202,0,0,30,60,60,30,0,0,1
8203,0,0,6,6,6,6,0,0,1
8204,0,0,18,18,18,18,0,0,1
8205,1,1,800,10800,14750,800,1,0,1
8206,2,1,12,24,24,12,1,0,1
8207,7,7,81,351,459,81,1,0,1
8208,0,0,54,0,72,54,0,0,1
8209,5,5,14,14,14,14,1,5,2
8210,1,1,12,24,24,12,1,0,1
8211,5,5,147,861,378,147,1,0,1
8212,1,1,40,400,320,40,1,0,1
8213,2,2,18,252,54,18,0,0,1
8214,1,1,10,40,20,10,1,0,1
8215,15,14,36,264,96,36,1,0,1
8216,1,1,234,312,208,234,0,0,1
8217,53,1,200,8360,740,200,1,0,1
8218,1,1,20,220,170,20,1,0,1
8219,1,1,54,1350,1026,54,1,1,1
8220,0,0,90,310,310,90,1,0,1
8222,0,0,30,70,460,30,1,0,1
8223,1,1,88,528,132,88,0,0,1
8224,0,0,10,20,20,10,1,0,1
8225,0,0,40,250,30,40,1,0,1
8226,1,0,10,30,50,10,1,0,1
8227,136,136,140,4270,70,140,1,0,1
8228,1,0,10,30,50,10,1,0,1
8229,52,34,400,16720,1480,400,1,0,1
8230,2,1,36,639,603,36,0,0,1
8231,1,0,10,80,10,10,1,0,1
8232,5,0,10,90,20,10,1,0,1
8233,3,3,96,744,24,96,0,0,1
8234,45,45,1056,51680,0,1056,1,0,1
8235,3,3,120,240,180,120,1,0,1
8236,0,0,20,20,20,20,1,0,1
8237,0,0,32,8,248,32,0,0,1
8238,15,1,525,107205,2835,525,1,0,1
8239,4,4,28,280,0,28,0,0,1
8240,0,0,40,200,100,40,1,0,1
8241,4,4,90,270,90,90,0,0,1
8243,59,59,984,16200,120,984,1,0,1
8244,3,3,140,280,280,140,0,0,1
8245,5,5,481,3367,0,481,0,0,2
8246,2,2,27,81,0,27,0,0,1
8247,8,8,88,1078,110,88,1,0,1
8248,0,0,60,530,245,60,0,0,1
8249,0,0,20,200,100,20,0,0,1
8250,0,0,80,220,160,80,0,0,1
8251,0,0,190,2380,420,190,0,0,1
8252,0,0,20,60,20,20,0,0,1
8253,0,0,20,80,20,20,0,0,1
8254,0,0,90,320,340,90,0,0,1
8255,0,0,80,160,240,80,0,0,1
8256,0,0,60,160,120,60,0,0,1
8257,0,0,6,42,42,6,0,0,1
8258,1,0,12,84,12,12,0,0,1
8259,1,0,12,252,360,12,0,0,1
8260,1,0,12,192,120,12,0,0,1
8261,1,0,12,72,72,12,0,0,1
8262,1,0,48,132,96,48,0,0,1
8263,5,0,12,24,24,12,0,0,1
8264,6,0,12,420,180,12,0,0,1
8265,14,0,50,10210,270,50,0,0,1
8266,2,2,54,747,234,54,1,0,1
8269,1,1,50,350,1300,50,0,0,1
8270,6,1,20,360,60,20,0,0,1
8271,8,1,30,70,50,30,0,0,1
8272,1,1,10,970,440,10,0,0,1
8273,1,1,10,90,20,10,1,0,1
8274,2,1,10,70,30,10,0,0,1
8275,2,1,10,50,30,10,1,0,1
8276,2,1,10,40,0,10,1,0,1
8277,23,3,8,16,0,8,1,0,1
8278,85,3,20,190,10,20,1,0,1
8279,8,4,20,20,10,20,0,0,1
8280,21,6,30,120,30,30,1,0,1
8281,6,6,40,930,30,40,1,0,1
8282,7,6,80,320,110,80,1,0,1
8283,3,3,234,468,468,234,0,0,1
8284,3,3,70,70,0,70,0,0,1
8285,22,1,20,270,80,20,1,0,1
8286,1,1,1800,3072,8904,1800,1,0,1
8287,2,2,30,90,260,30,1,0,1
8288,1,1,12,12,12,12,1,0,1
8289,0,0,48,300,60,48,1,0,1
8290,0,0,20,70,90,20,1,0,1
8291,1,1,2772,4400,4400,2772,1,0,1
8292,0,0,40,230,40,40,1,0,1
8293,0,0,10,630,630,10,0,0,1
8294,2,2,60,540,0,60,1,1,1
8295,1,0,20,60,10,20,1,0,1
8296,17,17,280,2212,224,280,1,15,1
8297,0,0,40,230,30,40,1,0,1
8298,0,0,10,10,10,10,0,0,1
8299,0,0,10,10,10,10,0,0,1
8300,15,15,161,3266,943,161,1,0,1
8301,0,0,12,12,12,12,0,0,1
8302,0,0,16,16,0,16,0,0,1
8303,0,0,24,24,24,24,1,0,1
8304,8,6,80,272,112,80,1,0,1
8305,0,0,10,90,20,10,1,0,1
8306,3,3,760,26524,3800,760,1,0,1
8307,0,0,50,310,190,50,1,0,1
8309,1,1,608,24,10024,608,1,0,1
8310,0,0,10,20,10,10,0,0,1
8311,1,0,54,24084,30618,54,1,0,1
8312,1,1,24,216,96,24,1,1,1
8313,76,76,1961,8880,17760,1961,1,1,1
8315,0,0,50,320,230,50,1,0,1
8316,6,6,540,2610,3585,540,1,4,2
8317,0,0,42,1036,0,42,1,0,1
8318,31,29,96,864,0,96,0,0,1
8319,11,8,770,10640,1960,770,1,0,1
8320,1,0,8,16,8,8,1,0,1
8321,1,0,8,16,8,8,1,0,1
8322,0,0,40,260,90,40,1,0,1
8323,1,1,56,112,56,56,1,0,1
8324,6,5,42,2674,0,42,0,0,1
8325,1,1,10,10,0,10,0,0,1
8326,0,0,10,10,10,10,0,0,1
8327,1,1,40,328,88,40,1,0,1
8328,11,1,24,176,64,24,1,0,1
8329,14,5,24,240,120,24,1,0,1
8330,1,1,8,8,16,8,0,1,1
8331,1,1,44,3608,3366,44,0,1,1
8332,1,1,12,24,12,12,0,1,1
8333,3,1,836,2024,2112,836,1,0,1
8334,1,1,112,378,0,112,0,0,1
8335,0,0,50,410,110,50,1,0,1
8336,13,13,10,50,20,10,1,0,1
8337,63,61,1440,68640,5640,1440,1,0,1
8338,1,1,55,110,110,55,0,0,1
8339,1,1,72,144,144,72,1,0,1
8340,0,0,10,10,0,10,0,0,1
8341,2,2,16,16,16,16,1,0,1
8342,6,0,10,30,10,10,1,0,1
8343,1,1,285,2430,615,285,1,0,1
8344,7,3,10,160,70,10,1,0,1
8345,2,1,8,40,40,8,0,0,1
8346,4,3,60,160,110,60,1,0,1
8347,3,3,24,24,24,24,1,0,1
8348,5,4,10,20,10,10,1,0,1
8349,31,0,8,8,120,8,1,0,1
8350,0,0,1269,2727,5778,1269,1,0,1
8351,1,1,276,828,888,276,0,0,1
8352,2,0,20,520,430,20,0,0,1
8353,2,0,10,20,20,10,0,0,1
8355,4,4,108,2664,36,108,1,0,1
8356,0,0,160,150,450,160,1,0,1
8357,0,0,100,180,520,100,1,0,1
8358,30,30,462,2640,308,462,1,0,1
8359,31,0,10,10,150,10,1,0,1
8360,3,2,330,1936,638,330,0,0,1
8361,1,1,10,1110,1400,10,0,0,1
8362,4,1,40,270,20,40,1,0,1
8363,1,1,10,830,930,10,0,0,1
8364,1,1,6,12,0,6,0,0,1
8365,1,1,6,12,12,6,0,0,1
8366,2,2,32,64,64,32,0,0,1
8367,1,0,620,1110,1140,620,1,0,1
8368,20,20,36,72,0,36,1,2,1
8369,82,82,198,2376,154,198,1,2,1
8370,52,52,900,6400,3825,900,1,2,2
8371,1,1,6,6,6,6,0,0,1
8372,1,1,6,30,30,6,0,0,1
8373,1,1,6,6,6,6,0,0,1
8374,0,0,14700,109760,93660,14700,1,0,1
8375,3,3,8,72,0,8,1,0,1
8376,0,0,20,20,50,20,1,0,1
8377,0,0,20,20,200,20,0,0,1
8378,0,0,20,40,140,20,1,0,1
8379,1,1,27,135,135,27,0,0,1
8380,1,1,42,340866,290640,42,0,0,1
8381,0,0,32,0,0,32,0,0,1
8382,0,0,36,18,396,36,1,0,1
8383,0,0,28,0,0,28,0,0,1
8386,0,0,20,0,70,20,1,0,1
8387,1,1,286,440,715,286,1,0,1
8388,1,1,40,120,240,40,1,0,1
8389,0,0,10,20,20,10,0,0,1
8390,0,0,2618,4774,4906,2618,1,0,1
8391,0,0,44,88,88,44,0,0,1
8392,0,0,7336,46886,40530,7336,1,0,1
8393,0,0,88,2288,1892,88,0,0,1
8394,0,0,360,936,936,360,1,0,1
8395,0,0,10,20,20,10,1,0,1
8396,0,0,21,0,42,21,1,0,1
8397,0,0,10,70,70,10,1,0,1
8398,0,0,228,6012,2580,228,1,0,1
8399,0,0,24,592,0,24,0,0,1
8400,2,2,120,7350,0,120,0,0,1
8401,0,0,10,20,20,10,0,0,1
8402,0,0,10,180,10,10,1,0,1
8403,0,0,10,130,20,10,1,0,1
8404,0,0,10,170,20,10,1,0,1
8405,2,2,12,564,996,12,1,0,1
8406,2,2,12,720,96,12,1,0,1
8407,3,2,24,180,24,24,1,0,1
8408,0,0,990,2530,7315,990,1,0,1
8409,0,0,144,384,792,144,1,0,1
8410,0,0,44,264,44,44,1,0,1
8411,3,3,510,17850,204,510,1,0,1
8412,1,1,27,27,27,27,1,0,1
8413,0,0,250,0,0,250,0,0,1
8415,103,103,192,1984,3392,192,1,21,1
8418,0,0,2025,16605,15480,2025,1,0,1
8419,0,0,216,216,5364,216,1,0,1
8420,0,0,36,1776,1356,36,0,0,1
8421,0,0,12,460,212,12,0,0,1
8422,1,0,12,114,72,12,0,0,1
8423,1,0,24,72,102,24,0,0,1
8424,2,0,18,102,102,18,0,0,1
8425,2,0,12,204,270,12,0,0,1
8426,8,1,32,160,32,32,1,0,1
8427,18,6,14,294,70,14,1,0,1
8428,13,6,16,128,48,16,1,0,1
8429,2,1,10,140,150,10,1,0,1
8430,17,2,16,40,128,16,1,0,1
8431,1,0,20,0,0,20,0,0,1
8432,1,1,120,312,72,120,0,0,1
8433,0,0,10,10,10,10,1,0,1
8434,2,2,10,90,10,10,1,0,1
8435,2,2,133,266,7980,133,1,0,1
8437,1,1,40,520,50,40,1,1,1
8438,1,1,12,36,36,12,0,1,1
8439,1,1,160,740,410,160,1,1,1
8440,1,1,306,102,595,306,1,1,1
8441,1,1,20,50,50,20,1,0,1
8442,1,1,10,10,10,10,1,0,1
8443,1,1,140,0,1540,140,0,1,1
8444,1,1,1000,8725,2350,1000,1,1,1
8445,38,1,8,216,8,8,1,1,1
8448,1,1,210,0,0,210,0,0,1
8449,34,34,2187,0,652698,2187,1,0,1
8450,0,0,10,20,20,10,0,0,1
8454,1,0,10,10,10,10,1,0,1
8455,0,0,15,0,15,15,1,0,1
8456,1,1,50,170,70,50,1,0,1
8457,1,0,6,6,6,6,1,0,1
8458,1,1,12,12,12,12,1,0,1
8459,0,0,90,846,288,90,1,0,1
8460,0,0,24,192,24,24,0,0,1
8461,1,1,714,14229,1615,714,1,0,1
8462,1,1,10,30,10,10,0,0,1
8463,1,1,48,264,216,48,1,1,1
8464,1,1,10,130,40,10,0,1,1
8465,3,3,24,96,72,24,1,0,1
8466,0,0,10,30,10,10,0,0,1
8467,26,26,986,12750,272,986,1,19,1
8468,0,0,88,484,396,88,1,0,1
8469,0,0,40,100,160,40,1,0,1
8470,10,3,20,130,20,20,1,0,1
8471,24,1,48,720,72,48,1,0,1
8472,0,0,16,0,64,16,0,0,1
8473,0,0,24,48,48,24,0,0,1
8474,15,0,20,50,160,20,1,0,1
8475,22,22,70,560,350,70,1,0,1
8476,3,3,72,256,552,72,1,0,1
8477,0,0,8,120,48,8,1,0,1
8478,48,48,396,9966,66,396,1,0,1
8479,2,2,30,30,30,30,1,0,1
8480,15,15,200,460,1500,200,1,15,2
8481,0,0,8,120,48,8,1,0,1
8482,5,0,90,250,100,90,1,0,1
8483,1,0,70,310,180,70,1,0,1
8484,6,5,96,480,80,96,1,0,1
8485,0,0,10,10,10,10,1,0,1
8486,10,10,10,50,30,10,0,0,1
8487,0,0,27,405,162,27,1,0,1
8489,4,0,12,12,12,12,1,0,1
8491,24,1,10,0,110,10,1,0,1
8492,20,1,10,30,30,10,1,0,1
8493,1,1,30,1130,190,30,0,0,1
8494,1,1,20,30,50,20,1,0,1
8495,2,1,10,1580,1480,10,1,0,1
8496,24,1,10,1520,1530,10,1,0,1
8497,24,1,40,660,70,40,1,0,1
8498,24,1,40,510,440,40,1,0,1
8499,25,1,10,500,880,10,1,0,1
8500,25,1,30,2460,2110,30,1,0,1
8501,25,1,20,320,110,20,1,0,1
8502,3,1,12,24,0,12,0,0,1
8503,1,1,12,24,0,12,1,0,1
8504,1,1,484,1628,2992,484,1,0,1
8505,1,1,1188,4048,4620,1188,1,0,1
8506,1,1,10,210,240,10,1,0,1
8507,1,1,10,210,240,10,1,0,1
8508,1,1,288,992,1248,288,1,0,1
8509,2,2,32,928,1312,32,1,1,1
8510,0,0,320,6600,6000,320,1,0,1
8511,0,0,12,108,48,12,0,0,1
8512,0,0,18,192,180,18,0,0,1
8513,0,0,18,138,138,18,0,0,1
8514,0,0,30,660,660,30,1,0,1
8515,1,1,110,4360,4900,110,0,1,1
8516,1,1,30,160,490,30,0,1,1
8517,1,1,36,0,0,36,0,1,1
8518,1,1,209,3179,1650,209,0,0,1
8519,1,1,88,44,44,88,1,0,1
8520,1,1,88,44,44,88,1,0,1
8521,1,1,448,7392,4312,448,1,0,1
8522,0,0,4,8,0,4,1,0,1
8523,0,0,24,24,24,24,1,0,1
8524,4,0,8,24,24,8,1,0,1
8525,4,0,8,24,24,8,1,0,1
8526,22,18,72,144,720,72,1,0,1
8527,5,0,30,70,10,30,1,0,1
8528,4,4,14,42,42,14,1,0,1
8529,4,4,552,4370,322,552,1,0,2
8530,68,68,51,51,51,51,1,0,1
8531,24,0,10,20,0,10,1,0,1
8532,3,3,68,442,935,68,1,2,2
8533,26,7,306,4352,102,306,1,0,1
8534,1,0,10,60,60,10,1,0,1
8535,3,3,64,112,560,64,1,0,1
8536,12,11,180,2394,720,180,1,0,1
8537,0,0,10,0,20,10,1,0,1
8538,5,0,30,70,10,30,1,0,1
8539,3,3,48,1104,128,48,0,0,1
8540,6,0,30,220,10,30,1,0,1
8541,3,3,12,12,12,12,1,0,1
8542,1,1,36,216,234,36,1,0,1
8543,23,23,54,1107,90,54,1,0,1
8544,24,24,96,464,240,96,1,0,1
8545,49,3,12,48,72,12,1,0,1
8546,3,3,110,1500,290,110,1,0,1
8547,3,3,10,10,10,10,0,0,1
8548,24,3,10,20,0,10,1,1,1
8549,24,3,10,900,970,10,1,1,1
8550,21,3,10,40,0,10,1,3,1
8551,23,3,10,60,80,10,1,3,1
8552,23,3,10,30,30,10,1,3,1
8553,23,3,10,30,30,10,1,3,1
8554,25,3,30,420,60,30,1,1,1
8555,25,3,10,70,0,10,0,1,1
8556,25,3,20,120,120,20,1,1,1
8557,28,3,10,10,10,10,1,1,1
8558,29,3,10,20,20,10,1,1,1
8559,2,2,10,120,10,10,0,0,1
8560,2,2,10,180,60,10,0,0,1
