c1,ecosystem_tenure,review_tenure,reviews,added_lines,removed_lines,no_files,sources,blocking_tenure,blocking_activity
23,18,18,28,5712,0,28,0,14,1
25,229,229,336,4032,147,336,1,228,1
46,26,26,5,0,0,5,1,26,1
72,0,0,36,66,108,36,1,0,1
78,12,6,27,117,0,27,1,6,1
94,15,15,18,36,0,18,0,15,1
95,0,0,4,16,8,4,0,0,1
101,3,3,14,910,1393,14,1,0,1
102,2,2,7,21,7,7,0,1,1
104,0,0,12,236,8,12,1,0,1
105,78,78,1178,23712,3268,1178,1,64,1
106,75,75,5452,332862,31291,5452,1,74,4
107,3,3,4,4,0,4,1,0,1
108,82,69,8,40,40,8,1,0,1
109,14,6,88,1416,64,88,1,6,1
110,32,31,162,7047,909,162,1,31,1
111,0,0,10,50,100,10,1,0,1
112,0,0,20,90,40,20,1,0,1
113,32,11,306,9792,0,306,1,1,1
114,1,1,20,160,60,20,1,0,1
115,0,0,10,20,20,10,0,0,1
116,5,5,24,728,800,24,1,0,1
117,2,2,20,90,30,20,1,0,1
118,0,0,36,180,168,36,1,0,1
119,0,0,18,594,0,18,1,0,1
120,0,0,10,300,20,10,1,0,1
121,0,0,10,10,10,10,1,0,1
122,0,0,28,252,28,28,1,0,1
123,0,0,20,140,40,20,1,0,1
124,0,0,10,20,30,10,1,0,1
125,0,0,10,40,90,10,1,0,1
126,33,33,24,48,24,24,1,0,1
127,1,1,10,20,20,10,1,0,1
128,0,0,600,1190,1190,600,1,0,1
129,0,0,430,1490,800,430,1,0,1
130,1,1,650,1010,1080,650,1,0,1
132,0,0,18,24,90,18,0,0,1
133,0,0,6,66,54,6,0,0,1
134,0,0,6,30,24,6,0,0,1
135,0,0,6,12,6,6,0,0,1
136,1,0,6,6,0,6,0,0,1
137,1,0,6,30,0,6,0,0,1
138,0,0,6,12,24,6,0,0,1
139,1,0,12,126,120,12,0,0,1
140,1,0,6,90,36,6,0,0,1
141,1,0,6,18,6,6,0,0,1
142,0,0,10,11790,0,10,0,0,1
143,1,0,132,1342,4763,132,1,0,1
144,0,0,10,120,70,10,1,0,1
145,0,0,10,680,0,10,1,0,1
146,1,0,320,344,344,320,0,0,1
147,0,0,40,320,140,40,0,0,1
148,0,0,27,81,0,27,1,0,1
149,0,0,2101,5566,8954,2101,1,0,1
150,27,27,84,266,336,84,0,0,1
151,0,0,80,60,220,80,1,0,1
153,2,1,182,2769,338,182,1,0,2
154,6,6,104,338,182,104,1,0,1
155,0,0,30,200,10,30,1,0,1
156,32,32,30,80,100,30,1,0,1
157,7,4,140,1904,140,140,1,0,1
158,0,0,110,250,260,110,1,0,1
159,1,0,40,260,50,40,1,0,1
160,1,1,407,759,759,407,0,0,1
161,1,0,72,504,126,72,1,0,1
162,2,2,1224,35496,816,1224,1,0,1
163,0,0,78,2232,1656,78,0,0,1
164,0,0,6,24,18,6,0,0,1
165,0,0,18,216,216,18,1,0,1
166,0,0,6,12,12,6,1,0,1
167,0,0,48,168,192,48,0,0,1
168,1,0,10,10,0,10,1,0,1
169,0,0,10,20,0,10,1,0,1
170,0,0,18,6,96,18,0,0,1
171,20,20,30,810,360,30,0,0,1
172,3,3,270,1080,378,270,1,0,1
173,0,0,21,42,0,21,1,0,1
174,0,0,18,1926,1926,18,1,0,1
175,32,32,18,18,18,18,1,0,1
176,3,3,10,30,0,10,0,0,1
177,0,0,220,10,4340,220,1,0,1
178,4,4,102,2244,4998,102,1,0,1
179,9,9,80,520,150,80,1,0,1
180,2,2,3492,17604,16596,3492,1,0,1
181,1,1,10,30,300,10,1,0,1
182,0,0,8,104,32,8,0,0,1
183,0,0,6,18,0,6,0,0,1
184,0,0,48,288,0,48,1,0,2
185,0,0,24,96,36,24,0,0,1
186,0,0,36,132,114,36,0,0,1
187,0,0,6,24,6,6,0,0,1
188,0,0,12,246,186,12,0,0,1
189,1,0,12,78,18,12,0,0,1
190,1,0,24,144,42,24,0,0,1
191,1,0,30,282,102,30,0,0,1
192,1,0,30,18,210,30,0,0,1
193,1,0,30,162,66,30,0,0,1
194,1,0,48,174,150,48,0,0,1
195,2,0,6,0,36,6,0,0,1
196,2,0,78,1968,1434,78,0,0,1
197,2,0,6,144,120,6,0,0,1
198,2,0,6,120,36,6,0,0,1
199,2,0,6,54,30,6,0,0,1
200,2,0,24,162,174,24,0,0,1
201,2,0,12,24,48,12,0,0,1
202,2,0,6,228,42,6,0,0,1
203,2,0,6,60,48,6,0,0,1
204,0,0,30,1068,198,30,0,0,1
205,2,2,54,783,783,54,0,2,2
206,1,1,10,10,30,10,1,0,1
207,1,1,10,10,10,10,1,0,1
208,3,3,88,1364,44,88,1,0,1
209,1,1,10,10,10,10,1,0,1
217,2,2,88,0,1188,88,1,0,1
222,23,23,1015,14065,2871,1015,1,1,1
223,1,1,168,648,168,168,1,0,1
224,1,1,10,110,0,10,1,0,1
225,0,0,24,168,96,24,1,0,1
226,1,1,10,10,10,10,0,0,1
227,0,0,77,649,44,77,1,0,1
228,3,3,24,139224,0,24,0,0,1
229,15,15,102,121890,0,102,0,0,1
230,3,3,24,105816,0,24,0,0,1
231,1,1,10,20,20,10,1,0,1
232,1,1,24,312,372,24,1,0,1
233,0,0,10,160,150,10,1,0,1
234,6,6,140,280,280,140,1,0,1
235,6,6,184,8648,552,184,1,0,1
236,6,6,252,2520,1764,252,1,0,1
237,6,6,266,2793,0,266,1,0,1
238,3,3,10,12130,0,10,0,0,1
239,0,0,10,20,20,10,1,0,1
240,0,0,6,48,48,6,0,0,1
241,1,1,32,232,472,32,0,0,1
242,0,0,10,40,180,10,1,0,1
243,0,0,10,10,10,10,1,0,1
244,0,0,20,60,60,20,0,0,1
245,0,0,24,0,144,24,1,0,1
246,1,1,24,768,24,24,0,0,1
247,7,7,102,816,0,102,1,0,1
248,2,1,40,210,20,40,1,0,1
249,22,0,12,12,12,12,1,0,2
250,14,14,264,836,528,264,1,0,1
251,0,0,40,2290,0,40,0,0,1
252,2,2,10,50,10,10,1,0,1
253,4,3,90,350,350,90,1,0,1
254,1,1,96,984,72,96,1,0,1
255,3,3,10,110,40,10,1,0,1
256,3,0,120,630,60,120,1,0,1
257,35,35,70,350,140,70,1,0,1
258,0,0,36,1746,594,36,1,0,1
259,22,22,30,50,30,30,1,0,1
260,0,0,20,970,20,20,1,0,1
261,19,19,150,3255,0,150,0,0,1
262,8,1,24,756,504,24,0,0,1
263,8,1,60,1656,264,60,0,0,1
264,23,23,54,459,54,54,1,0,1
265,1,1,216,1128,192,216,1,0,1
266,1,1,180,270,290,180,1,0,1
267,1,1,120,140,700,120,1,0,1
268,1,1,1330,2710,14260,1330,1,0,1
269,1,1,1420,4990,4530,1420,1,0,1
270,1,1,48,1164,132,48,0,0,1
271,1,1,10,10,10,10,1,0,1
273,1,1,280,1470,140,280,1,0,1
274,0,0,40,72,0,40,0,0,1
275,0,0,10,130,30,10,1,0,1
276,0,0,20,280,90,20,1,0,1
277,0,0,18,1890,1566,18,1,0,1
278,209,99,2592,104292,19404,2592,1,0,1
279,0,0,60,30,380,60,1,0,1
280,2,2,70,140,1050,70,1,0,1
281,0,0,20,480,320,20,1,0,1
282,0,0,36,828,90,36,1,0,1
283,0,0,96,336,192,96,1,0,1
284,10,10,3182,107892,11322,3182,1,0,1
285,0,0,36,0,72,36,1,0,1
286,1,1,165,363,209,165,1,0,1
287,1,1,1265,1914,6204,1265,1,0,1
288,1,1,528,912,3384,528,1,0,1
289,1,1,6,6,120,6,0,0,1
290,1,1,6,0,12,6,0,0,1
291,1,1,24,0,24,24,0,0,1
292,1,1,6,0,12,6,0,0,1
293,1,1,12,0,288,12,0,0,1
294,0,0,6,180,108,6,0,0,1
295,0,0,6,12,12,6,0,0,1
296,0,0,12,156,174,12,0,0,1
297,0,0,36,372,456,36,0,0,1
298,0,0,6,84,90,6,0,0,1
299,1,0,176,1232,1188,176,0,0,1
300,0,0,10,130,10,10,1,0,1
301,0,0,20,230,20,20,1,0,1
302,0,0,10,1810,640,10,1,0,1
303,0,0,27,2997,810,27,1,0,1
306,0,0,10,830,340,10,1,0,1
307,0,0,72,162,324,72,1,0,1
308,18,18,10,50,0,10,0,0,1
309,18,18,20,260,10,20,0,0,1
310,8,5,260,7930,5044,260,1,0,1
311,1,0,10,0,130,10,1,0,1
312,2,1,224,3150,448,224,1,0,1
313,0,0,20,490,1840,20,1,0,1
314,0,0,40,160,0,40,1,0,1
315,0,0,10,10,10,10,0,0,1
316,0,0,510,1140,3650,510,1,0,1
317,0,0,200,250,1180,200,1,0,1
318,6,5,90,2484,396,90,0,0,1
319,0,0,50,290,270,50,1,0,1
320,1,1,1452,1980,2662,1452,1,0,1
321,1,1,308,3388,3872,308,1,0,1
322,0,0,6,24,48,6,0,0,1
323,13,12,28,3353,77,28,0,0,1
324,0,0,48,144,15144,48,1,0,1
325,0,0,20,160,30,20,1,0,1
326,0,0,10,230,60,10,1,0,1
327,0,0,10,50,0,10,1,0,1
328,0,0,30,8110,9010,30,0,0,1
329,1,0,20,0,300,20,0,0,1
330,0,0,270,2610,2850,270,1,0,2
331,0,0,48,1224,168,48,1,0,1
333,0,0,120,168,168,120,1,0,1
334,1,0,20,240,160,20,1,0,1
335,0,0,180,470,1380,180,1,0,1
336,14,14,1180,5130,7550,1180,1,0,1
337,0,0,230,500,1120,230,1,0,1
338,0,0,120,630,60,120,1,0,1
339,0,0,300,330,2210,300,1,0,1
340,0,0,220,360,1270,220,1,0,1
341,0,0,180,400,450,180,1,0,1
342,0,0,120,260,1110,120,1,0,1
343,0,0,140,120,760,140,1,0,1
344,1,1,10,120,90,10,1,0,1
345,5,5,231,4818,1980,231,1,0,1
346,0,0,250,540,720,250,1,0,1
347,2,1,130,130,1060,130,1,0,1
348,1,1,60,890,790,60,1,0,1
349,1,1,180,380,430,180,1,0,1
350,1,1,608,1264,1360,608,1,0,1
351,1,1,140,370,380,140,1,0,1
352,1,1,6,12,18,6,0,0,1
353,1,1,6,6,0,6,0,0,1
354,1,1,6,18,6,6,0,1,1
355,2,1,10,10,10,10,0,0,1
356,2,2,49984,524128,959552,49984,1,0,1
357,0,0,10,0,150,10,1,0,1
358,0,0,50,50,50,50,1,0,1
359,0,0,390,4000,90,390,1,0,1
360,0,0,108,648,72,108,0,0,1
361,0,0,20,20,20,20,1,0,1
362,1,1,108,1476018,1503054,108,0,0,1
363,2,2,72,648,144,72,1,0,1
364,12,0,10,20,10,10,1,0,1
365,1,1,10,40,0,10,0,0,1
366,0,0,20,20,20,20,1,0,1
367,0,0,84,108,108,84,1,0,1
368,0,0,24,192,24,24,1,0,1
369,0,0,180,1170,144,180,1,0,1
370,3,3,240,6320,960,240,1,0,1
371,0,0,160,290,310,160,1,0,1
372,36,2,40,160,310,40,0,2,1
373,29,28,20,240,20,20,1,0,1
374,0,0,456,960,960,456,1,0,1
375,0,0,240,430,1050,240,1,0,1
376,0,0,40,100,100,40,1,0,1
377,0,0,200,660,1330,200,1,0,1
378,0,0,130,270,290,130,1,0,1
379,0,0,200,400,550,200,1,0,1
380,0,0,20,1780,1780,20,1,0,1
381,12,12,126,252,126,126,1,0,1
382,0,0,6,30,0,6,0,0,1
383,0,0,12,138,156,12,0,0,1
384,0,0,6,18,0,6,0,0,1
385,0,0,6,18,12,6,0,0,1
386,0,0,6,144,120,6,0,0,1
387,3,3,20,470,1840,20,1,0,1
388,0,0,12,84,12,12,0,0,1
389,3,3,510,2550,5470,510,1,0,1
390,3,3,730,2010,5460,730,1,0,1
391,4,4,3726,18285,42596,3726,1,0,1
392,0,0,18,222,54,18,0,0,1
393,0,0,10,20,20,10,1,0,1
394,0,0,6,168,144,6,0,0,1
395,0,0,6,54,48,6,0,0,1
396,0,0,12,12,126,12,0,0,1
397,1,0,6,474,432,6,0,0,1
398,1,0,6,582,618,6,0,0,1
399,1,0,6,12,6,6,0,0,1
400,1,0,6,54,48,6,0,0,1
401,1,0,6,18,18,6,0,0,1
402,1,0,12,348,510,12,0,0,1
403,1,0,6,558,642,6,0,0,1
404,1,0,6,42,0,6,0,0,1
405,1,0,18,288,42,18,0,0,1
406,1,0,36,996,996,36,0,0,1
407,2,0,6,42,18,6,0,0,1
408,2,0,6,18,18,6,0,0,1
409,2,0,6,84,60,6,0,0,1
410,2,0,6,120,120,6,0,0,1
411,2,0,12,114,18,12,0,0,1
412,2,0,12,84,84,12,0,0,1
413,2,0,12,162,72,12,0,0,1
414,0,0,6,6,6,6,0,0,1
415,3,3,720,8550,3150,720,1,0,1
416,0,0,6,12,6,6,0,0,1
417,0,0,6,168,18,6,0,0,1
418,0,0,860,9060,8110,860,0,0,1
419,0,0,42,120,150,42,0,0,1
420,0,0,6,24,66,6,0,0,1
421,0,0,10,40,0,10,1,0,1
422,0,0,12,108,0,12,1,0,1
423,2,2,10,10,10,10,0,0,1
424,2,2,36,144,144,36,0,0,1
425,5,5,120,528,480,120,1,0,1
426,24,24,552,3243,805,552,1,0,1
427,0,0,10,20,30,10,1,0,1
428,0,0,10,70,60,10,1,0,1
429,18,18,10,320,180,10,1,0,1
430,7,7,96,696,96,96,1,0,1
431,0,0,30,210,0,30,1,0,1
432,0,0,96,848,560,96,1,0,1
434,2,2,40,370,60,40,1,0,1
435,4,4,10,12350,0,10,0,0,1
436,4,4,20,22660,0,20,0,0,1
437,4,4,10,12700,0,10,0,0,1
438,2,2,10,11810,0,10,0,0,1
439,2,2,10,12140,0,10,0,0,1
440,0,0,42,378,84,42,1,0,1
443,0,0,10,10,20,10,1,0,1
446,1,1,30,210,0,30,1,0,1
447,0,0,10,10,10,10,1,0,1
449,7,7,30,260,80,30,1,0,1
450,3,2,126,324,108,126,1,0,1
451,1,1,60,0,170,60,0,0,1
452,1,1,24,24,24,24,1,0,1
453,1,1,24,24,24,24,1,0,1
454,0,0,10,10,10,10,1,0,1
459,0,0,27,126,18,27,1,0,1
460,0,0,30,0,580,30,1,0,1
461,15,2,270,250,250,270,0,0,1
462,1,1,48,1536,1032,48,0,0,1
463,0,0,72,612,36,72,1,0,1
464,66,66,216,2916,720,216,0,0,1
465,66,66,120,660,60,120,0,0,1
466,0,0,170,430,920,170,1,0,1
467,0,0,150,890,2010,150,1,0,1
468,0,0,10,20,20,10,0,0,1
469,21,0,12,36,24,12,1,0,1
470,11,0,36,120,72,36,1,0,1
471,1,1,340,5168,2091,340,1,1,2
472,4,4,396,1056,924,396,1,0,1
473,2,1,10,10,0,10,0,1,1
474,1,1,30,80,180,30,1,0,1
475,1,1,30,400,960,30,1,0,1
476,1,1,110,760,1170,110,0,0,1
477,0,0,10,10,10,10,1,0,1
478,1,1,80,80,700,80,1,0,1
479,1,1,190,360,410,190,1,0,1
480,1,1,270,1510,1680,270,1,0,1
481,1,1,392,168,6592,392,1,0,1
482,0,0,12,216,240,12,0,0,1
483,0,0,24,120,96,24,0,0,1
484,0,0,12,108,144,12,0,0,1
485,0,0,24,24,32,24,0,0,1
486,0,0,6,24,6,6,0,0,1
487,0,0,12,396,312,12,0,0,1
488,0,0,6,42,42,6,0,0,1
489,1,0,6,144,156,6,0,0,1
490,3,3,10,30,30,10,1,0,1
491,16,8,30,130,0,30,1,0,1
492,8,8,90,1350,620,90,1,0,1
493,12,12,10,110,80,10,1,0,1
494,15,15,10,10,10,10,1,0,1
495,0,0,12,24,24,12,0,0,1
496,0,0,12,120,24,12,0,0,1
497,0,0,10,20,10,10,0,0,1
498,0,0,10,30,0,10,0,0,1
499,1,0,44,176,528,44,1,0,1
501,0,0,36,414,18,36,1,0,1
502,0,0,10,90,90,10,0,0,1
503,0,0,228,779,2185,228,1,0,3
504,0,0,20,480,310,20,1,0,1
505,1,1,1508,32448,3120,1508,1,0,1
506,0,0,72,2144,888,72,1,0,1
507,0,0,96,360,0,96,1,0,1
508,0,0,80,280,590,80,1,0,1
509,1,1,552,44436,0,552,1,0,1
510,97,1,80,400,640,80,0,0,1
511,1,1,70,810,100,70,0,0,1
512,1,0,140,70,360,140,1,0,1
513,0,0,10,10,10,10,1,0,1
514,5,5,108,54,54,108,0,2,1
515,3,3,10,40,40,10,1,0,1
516,1,1,54,3348,0,54,1,1,2
517,62,62,56,56,56,56,1,0,1
518,11,11,10,10,10,10,0,0,1
519,0,0,90,130,1260,90,1,0,1
520,1,1,40,40,320,40,1,0,1
521,1,1,20,70,110,20,1,0,1
522,1,1,40,840,1580,40,1,0,1
523,1,1,460,180,8860,460,1,0,1
524,1,1,50,690,1550,50,1,0,1
525,1,1,220,350,1790,220,1,0,1
526,1,1,48,0,240,48,1,0,1
527,3,2,102,102,918,102,1,0,1
528,1,1,20,20,20,20,1,0,1
529,2,2,10,50,30,10,1,0,1
530,0,0,152,1272,240,152,0,0,1
531,0,0,112,424,272,112,0,0,1
532,0,0,108,1560,300,108,1,0,1
533,0,0,18,5598,5364,18,1,0,1
534,0,0,72,6876,2178,72,1,0,1
535,0,0,10,20,0,10,0,0,1
536,0,0,18,7146,7146,18,1,0,1
537,1,0,12,144,156,12,0,0,1
538,1,0,6,42,36,6,0,0,1
539,1,0,18,24,0,18,0,0,1
540,1,0,6,96,18,6,0,0,1
541,1,0,6,6,6,6,0,0,1
542,1,0,6,6,6,6,0,0,1
543,0,0,808,840,4400,808,1,0,1
544,0,0,6,18,18,6,0,0,1
545,1,0,10,30,30,10,0,0,1
546,17,17,696,2929,3654,696,1,0,1
547,62,62,1353,6072,2046,1353,1,0,1
548,0,0,416,408,1848,416,1,0,1
549,1,1,20,120,670,20,1,0,1
550,1,1,110,230,530,110,1,0,1
551,1,1,36,66,66,36,0,0,1
552,3,3,36,0,0,36,0,0,1
553,0,0,30,150,30,30,1,0,1
554,3,3,12,0,0,12,0,0,1
555,3,3,60,0,0,60,0,0,1
556,0,0,280,350,350,280,1,0,1
557,0,0,10,220,0,10,1,0,1
558,0,0,10,10,10,10,1,0,1
559,0,0,24,168,24,24,0,0,1
560,4,4,24,24,24,24,1,0,1
561,0,0,132,11660,4136,132,1,0,1
562,1,1,510,4335,306,510,1,0,1
563,12,12,3034,85649,22222,3034,1,0,1
564,0,0,24,132,96,24,0,0,1
565,0,0,12,288,174,12,0,0,1
566,0,0,230,680,1480,230,1,0,1
567,0,0,6,12,6,6,0,0,1
568,0,0,10,100,190,10,1,0,1
569,0,0,190,580,1130,190,1,0,1
570,4,0,21,42,42,21,1,0,1
571,2,0,10,0,30,10,1,0,1
572,4,4,16,32,32,16,1,0,1
573,1,1,10,80,100,10,1,0,1
574,5,5,2808,2808,3510,2808,1,0,1
575,1,1,20,30,140,20,1,0,1
576,0,0,48,48,48,48,1,0,1
577,11,11,945,28245,9100,945,1,2,1
578,0,0,10,120,0,10,0,0,1
579,0,0,54,504,504,54,1,0,1
580,1,1,16,304,112,16,1,0,1
581,0,0,6,20,2,6,1,0,1
582,0,0,160,880,1850,160,1,0,1
583,0,0,140,340,790,140,1,0,1
584,0,0,10,20,0,10,0,0,1
585,0,0,330,2220,4840,330,1,0,1
586,0,0,10,210,60,10,1,0,1
587,1,1,136,1616,1864,136,0,0,1
588,0,0,28,28,0,28,0,0,1
589,1,1,18,6,48,18,0,0,1
590,0,0,10,10,10,10,0,0,1
591,0,0,60,270,520,60,1,0,1
592,0,0,10,10,140,10,1,0,1
593,0,0,330,580,580,330,1,0,1
594,0,0,90,150,340,90,1,0,1
595,3,0,30,850,490,30,1,0,1
596,4,3,12,588,732,12,0,0,1
597,0,0,6,204,210,6,0,0,1
598,0,0,6,66,72,6,0,0,1
599,0,0,6,42,0,6,0,0,1
600,1,0,6,150,54,6,0,0,1
601,1,0,12,276,84,12,0,0,1
602,1,1,30,30,30,30,1,0,1
603,1,0,12,84,138,12,0,0,1
604,1,0,6,12,0,6,0,0,1
605,1,0,6,24,24,6,0,0,1
606,1,0,174,2328,2364,174,0,0,1
607,6,0,6,174,234,6,0,0,1
608,7,7,264,1210,319,264,1,0,1
609,6,0,6,0,0,6,0,0,1
610,6,0,6,66,42,6,0,0,1
611,0,0,10,80,0,10,1,0,1
612,2,2,384,432,3144,384,1,0,1
613,0,0,10,10,50,10,1,0,1
614,0,0,10,0,20,10,1,0,1
615,0,0,10,0,20,10,1,0,1
616,0,0,10,0,20,10,1,0,1
617,0,0,40,50,200,40,1,0,1
618,4,4,192,3344,16608,192,1,0,1
619,0,0,10,220,0,10,1,0,1
620,0,0,522,3798,1638,522,1,0,1
621,13,13,70,304990,0,70,0,0,1
622,4,4,24,28752,0,24,0,0,1
623,0,0,6,36,12,6,1,0,1
624,0,0,10,12350,0,10,0,0,1
625,2,2,24,202944,0,24,0,0,1
626,0,0,544,5704,5704,544,1,0,1
627,0,0,30,20,210,30,0,0,1
628,1,1,6,30,42,6,0,0,1
629,1,1,44,237028,0,44,0,0,1
630,1,0,10,0,30,10,1,0,1
631,35,35,352,858,1782,352,1,0,1
632,0,0,10,0,80,10,1,0,1
633,1,0,140,870,870,140,1,0,1
634,1,0,60,410,270,60,1,0,1
635,2,2,78,546,156,78,1,0,1
636,1,1,24,122088,0,24,0,0,1
637,1,1,44,229669,0,44,0,0,1
638,2,2,48,624,0,48,1,0,1
639,2,2,264,48,3576,264,1,0,1
640,2,2,240,17160,8808,240,1,0,1
641,0,0,40,290,40,40,1,0,1
642,2,0,36,96,72,36,1,0,1
643,9,9,285,2242,0,285,1,0,1
644,0,0,63,540,216,63,1,0,1
645,0,0,144,360,378,144,1,0,1
646,1,1,150,375,75,150,1,0,1
647,1,1,48,1056,1008,48,1,0,1
648,0,0,72,1206,450,72,0,0,1
649,0,0,10,20,0,10,1,0,1
650,0,0,84,10864,378,84,1,0,2
651,0,0,12,276,234,12,1,0,1
652,1,1,10,330,50,10,1,0,1
653,1,1,20,80,60,20,1,0,1
654,1,1,10,10,10,10,1,0,1
655,1,1,42,112,84,42,1,0,1
656,0,0,10,53840,0,10,0,0,1
657,0,0,6,6,6,6,1,0,1
658,0,0,144,480,288,144,1,0,1
659,6,6,2196,6156,6360,2196,1,0,1
660,2,2,104,15236,15249,104,1,0,1
661,1,1,10,40,20,10,0,0,1
662,0,0,10,30,30,10,0,0,1
663,0,0,64,144,144,64,0,0,1
664,0,0,10,30,30,10,0,0,1
665,1,1,5049,19683,11808,5049,1,0,1
666,1,1,40,2000,2640,40,0,0,1
667,1,1,60,60,0,60,1,0,1
668,37,37,33264,459120,405216,33264,1,6,2
669,1,1,1200,3336,8832,1200,1,0,1
670,1,1,240,216,1464,240,1,0,1
671,0,0,110,60,670,110,1,0,1
672,0,0,18,126,0,18,1,0,1
673,0,0,36,648,54,36,1,0,1
674,12,12,30,470,150,30,1,0,1
675,0,0,12,240,0,12,1,0,1
676,0,0,117,4498,1560,117,1,0,2
677,0,0,290,750,2050,290,1,0,1
678,0,0,140,500,1260,140,1,0,1
679,0,0,336,360,1176,336,1,0,1
680,5,2,12,60,12,12,1,0,1
681,0,0,12,336,336,12,1,0,1
682,0,0,420,800,2650,420,1,0,1
683,0,0,110,220,710,110,1,0,1
684,1,1,160,592,224,160,1,0,1
685,1,1,27,459,1647,27,1,1,2
686,1,1,10,30,60,10,1,0,1
687,1,1,980,2300,6390,980,1,0,1
688,2,1,1320,2816,9168,1320,1,0,1
689,1,1,10,10,10,10,1,0,1
690,7,7,12,84,60,12,1,0,1
691,0,0,12,36,0,12,0,0,1
692,0,0,352,12991,1738,352,0,0,1
693,1,0,12,768,108,12,1,0,1
694,3,3,10,10,10,10,1,0,1
697,0,0,12,48,12,12,0,0,1
698,0,0,180,2340,828,180,1,0,1
700,0,0,10,10,20,10,1,0,1
701,8,8,51,1071,187,51,1,0,1
703,13,13,132,132,0,132,0,0,1
704,0,0,80,0,640,80,1,0,1
705,0,0,20,1480,880,20,1,0,1
706,9,9,840,5691,2898,840,1,0,1
707,0,0,12,84,84,12,0,0,1
708,4,4,20,920,200,20,1,0,1
709,6,5,297,14742,7830,297,1,1,1
710,0,0,72,90,441,72,1,0,2
711,1,1,30,190,0,30,1,0,1
712,1,1,10,80,70,10,1,0,1
713,0,0,40,40,210,40,1,0,1
714,4,4,30,60,90,30,1,0,1
715,2,2,72,1524,0,72,0,0,1
716,1,1,10,70,10,10,1,1,1
717,1,1,40,330,110,40,1,0,1
718,1,1,90,120,330,90,1,0,1
719,1,1,270,1780,1540,270,1,0,1
720,1,1,2376,4026,13574,2376,1,0,1
729,0,0,20,150,160,20,1,0,1
730,0,0,24,48,0,24,0,0,1
731,1,1,156,507,312,156,1,0,1
732,0,0,168,864,432,168,0,0,1
733,0,0,52,6058,1976,52,1,0,3
734,0,0,12,64,16,12,0,0,1
735,0,0,18,6,60,18,1,0,1
736,12,0,18,78,0,18,1,0,1
737,5,4,70,588,588,70,1,0,1
738,0,0,192,168,9800,192,1,0,1
739,0,0,12,96,0,12,0,0,1
740,1,1,36,684,468,36,1,0,1
742,0,0,48,4224,216,48,1,0,1
743,4,4,10,30,0,10,1,0,1
744,4,4,24,72,0,24,1,0,1
745,3,3,14,70,14,14,1,0,1
746,11,11,576,8088,12096,576,1,0,1
747,0,0,192,600,1872,192,1,0,1
748,11,11,12,24,48,12,1,0,1
749,6,6,10,70,50,10,1,0,1
750,4,4,10,30,0,10,1,0,1
751,0,0,96,1200,1056,96,1,0,1
752,4,4,18,54,0,18,1,4,2
753,7,1,36,276,72,36,1,1,2
754,14,13,10,20,20,10,1,0,1
755,0,0,40,340,0,40,1,0,1
756,0,0,60,270,180,60,1,0,1
757,1,1,14,98,0,14,1,0,1
758,32,32,120,300,300,120,1,0,1
759,0,0,50,230,90,50,1,0,1
760,11,1,30,10090,360,30,1,0,1
761,4,4,10,50,10,10,1,0,1
762,6,6,10,10,0,10,1,0,1
763,123,7,10,1040,870,10,0,0,1
764,105,7,20,110,10,20,0,0,1
765,9,9,10,40,10,10,1,0,1
766,1,1,54,162,54,54,1,1,2
768,0,1,120,552,216,120,1,0,1
769,1,0,6,162,60,6,0,0,1
770,1,0,18,18,18,18,0,0,1
771,1,0,6,12,12,6,0,0,1
774,10,10,696,4698,4524,696,1,0,1
775,0,0,65,825,480,65,0,0,1
776,0,0,12,12,0,12,1,0,1
777,0,0,10,0,240,10,0,0,1
778,0,0,80,264,72,80,0,0,1
779,0,0,228,13596,4134,228,0,0,1
780,6,0,30,230,60,30,1,0,1
781,9,9,30,240,240,30,1,0,1
782,0,0,81,1404,0,81,1,0,2
783,3,3,33,792,0,33,1,3,1
784,10,10,240,705,420,240,1,0,1
785,17,17,1050,4095,1020,1050,1,0,1
786,12,12,228,3135,0,228,1,0,1
787,2,2,210,2170,140,210,1,0,1
788,0,0,8,8,8,8,1,0,1
789,3,3,150,3870,0,150,1,0,1
790,0,0,110,3370,3370,110,1,0,1
791,1,1,78,78,78,78,1,0,1
792,3,3,36,72,96,36,1,0,1
793,8,8,144,564,0,144,1,0,1
794,6,6,126,812,280,126,1,0,1
795,0,0,6,30,0,6,1,0,1
796,3,3,70,1960,350,70,0,0,1
797,0,0,6,6,6,6,0,0,1
798,0,0,18,54,48,18,0,0,1
799,0,0,6,108,102,6,0,0,1
800,0,0,6,96,66,6,0,0,1
801,0,0,6,222,0,6,0,0,1
802,0,0,12,204,108,12,0,0,1
803,0,0,6,108,0,6,0,0,1
804,0,0,12,54,12,12,0,0,1
805,0,0,6,30,0,6,0,0,1
806,1,0,12,72,42,12,0,0,1
807,1,0,6,96,48,6,0,0,1
808,1,0,12,0,48,12,0,0,1
809,1,0,6,138,228,6,0,0,1
810,1,0,6,150,78,6,0,0,1
811,1,0,6,12,24,6,0,0,1
812,1,0,6,24,162,6,0,0,1
813,1,0,12,6,168,12,0,0,1
814,1,0,18,102,84,18,0,0,1
815,1,0,12,324,264,12,0,0,1
816,1,0,6,960,0,6,0,0,1
817,1,0,6,12,12,6,0,0,1
818,1,0,6,336,450,6,0,0,1
