change_id,ecosystem_tenure,review_tenure,reviews,added_lines,removed_lines,no_files,sources,blocking_tenure,blocking_activity
5398,13,12,1344,38472,5328,1344,1,0,1
5399,70,70,208,7306,598,208,1,0,1
5400,1,1,110,6908,924,110,1,0,1
5401,0,0,45,8630,8900,45,1,0,1
5402,0,0,30,90,20,30,0,0,1
5403,0,0,5,5,5,5,1,0,1
5404,3,1,72,144,144,72,0,1,2
5405,0,0,12,18,18,12,0,0,1
5406,0,0,6,30,30,6,0,0,1
5407,0,0,42,3234,406,42,1,0,1
5408,0,0,8,40,40,8,0,0,1
5409,1,1,48,5168,2624,48,0,0,1
5410,1,1,40,420,0,40,1,0,2
5411,1,1,22,22,0,22,1,1,2
5412,1,1,165,7623,528,165,1,0,1
5413,0,0,15,40,70,15,1,0,1
5414,13,13,528,21376,4688,528,1,0,1
5415,1,1,264,10404,24,264,1,0,1
5416,1,1,12,384,24,12,1,0,1
5417,1,1,24,132,48,24,1,0,1
5418,1,1,30,770,775,30,0,0,1
5419,1,1,112,496,288,112,1,0,1
5420,0,0,5,5,5,5,0,0,1
5421,0,0,10,0,0,10,0,0,1
5422,2,1,234,8820,5418,234,1,1,3
5423,1,1,24,1692,12,24,1,0,1
5424,1,1,36,0,0,36,0,0,1
5425,0,0,5,2340,2385,5,1,0,1
5426,1,1,252,7266,2502,252,1,0,1
5427,1,1,15,65,15,15,1,0,1
5428,79,21,592,8912,1392,592,1,1,1
5429,34,21,1224,21906,14562,1224,1,1,2
5430,0,0,5,5,5,5,0,0,1
5431,1,0,5,155,155,5,0,0,1
5432,5,5,22,198,44,22,1,0,2
5433,0,0,5,5,5,5,0,0,1
5434,1,0,10,320,160,10,1,0,1
5435,0,0,5,5,5,5,0,0,1
5436,35,35,1081,43898,4042,1081,1,0,1
5437,0,0,5,20,15,5,0,0,1
5438,0,0,5,5,5,5,0,0,1
5439,1,1,52,1352,637,52,1,0,1
5440,0,0,10,35,125,10,1,0,1
5441,5,5,378,11070,5832,378,1,0,1
5442,5,0,25,775,415,25,1,0,1
5443,0,0,20,2055,140,20,1,0,1
5444,1,0,10,370,50,10,1,0,1
5445,0,0,5,55,55,5,1,0,1
5446,0,0,20,40,40,20,1,0,1
5447,0,0,18,18,18,18,0,0,1
5448,1,1,12,444,60,12,1,0,1
5449,0,0,10,200,75,10,1,0,1
5450,0,0,462,2420,3168,462,1,0,1
5451,0,0,5,10,0,5,0,0,1
5453,0,0,5,10,10,5,0,0,1
5454,2,2,20,120,60,20,0,2,1
5455,6,0,6,84,30,6,1,0,1
5456,27,27,12,24,12,12,1,0,1
5457,56,56,2040,95730,17190,2040,1,36,3
5458,0,0,132,2844,1848,132,1,0,1
5459,0,0,15,0,0,15,0,0,1
5460,0,0,30,295,145,30,1,0,1
5461,0,0,5,5,5,5,0,0,1
5462,5,5,10,100,5,10,1,0,1
5463,2,2,24,72,0,24,1,1,2
5464,1,1,5,70,10,5,1,1,1
5465,0,0,20,835,5,20,1,0,1
5466,0,0,5,5,5,5,0,0,1
5467,0,0,108,324,288,108,0,0,1
5468,1,1,81,5022,306,81,1,1,2
5469,0,0,6,6,6,6,0,0,1
5470,0,0,5,50,30,5,1,0,1
5471,0,0,10,140,60,10,1,0,1
5472,0,0,5,5,5,5,0,0,1
5473,0,0,15,360,350,15,1,0,1
5474,0,0,12,432,12,12,1,0,1
5475,0,0,252,1356,1236,252,0,0,1
5476,0,0,35,85,85,35,0,0,1
5477,0,0,16,16,0,16,1,0,1
5478,0,0,45,965,520,45,1,0,1
5479,0,0,90,170,170,90,0,0,1
5480,44,44,3337,47047,14241,3337,1,0,1
5481,0,0,6,6,6,6,0,0,1
5482,1,1,252,5138,7756,252,1,0,1
5483,0,0,5,10,10,5,0,0,1
5484,0,0,40,40,40,40,0,0,1
5485,6,6,112,1152,320,112,1,0,1
5486,0,0,5,5,5,5,0,0,1
5487,5,5,288,9824,576,288,0,0,2
5488,9,9,2117,70238,174464,2117,0,1,1
5489,0,0,5,40,20,5,1,0,1
5490,2,2,15,2455,3090,15,1,0,1
5491,2,2,5,5,5,5,1,0,1
5492,26,22,24,24,0,24,0,1,1
5493,0,0,5,5,5,5,0,0,1
5494,42,1,198,6534,891,198,1,0,1
5495,1,1,10,160,10,10,1,0,1
5496,0,0,32,256,32,32,0,0,1
5497,0,0,5,5,5,5,0,0,1
5498,0,0,18,6,24,18,0,0,1
5499,0,0,5,0,25,5,0,0,1
5500,2,2,288,36528,26112,288,0,0,1
5501,0,0,5,40,20,5,1,0,1
5502,0,0,5,50,30,5,1,0,1
5503,2,2,168,3752,2608,168,1,0,1
5504,1,0,972,172233,153657,972,0,0,1
5505,1,1,5724,606393,4644,5724,1,0,3
5506,6,6,48,1104,656,48,1,0,1
5507,0,0,5,5,5,5,0,0,1
5508,0,0,5,5,5,5,0,0,1
5509,6,6,1848,27390,0,1848,1,0,1
5510,7,7,360,792,342,360,1,1,2
5511,7,7,2839,54383,1445,2839,1,0,2
5512,0,0,5,25,5,5,0,0,1
5513,0,0,8,8,8,8,1,0,1
5514,13,0,5,5,0,5,0,0,1
5515,5,1,20,80,80,20,0,0,2
5516,14,13,551,20463,1919,551,1,0,2
5517,6,2,18,48,90,18,0,0,1
5518,6,6,32,48,32,32,0,0,1
5519,13,13,20,20,0,20,0,0,1
5520,1,1,15,1230,10,15,1,0,1
5521,1,1,18,0,36,18,1,0,1
5522,1,1,231,12232,792,231,1,0,1
5523,30,30,2814,331730,8218,2814,1,0,1
5524,0,0,72,3912,5192,72,0,0,1
5525,0,0,5,5,5,5,1,0,1
5526,2,2,13552,0,7480720,13552,1,0,1
5527,0,0,5,5,5,5,0,0,1
5528,0,0,5,5,5,5,0,0,1
5529,0,0,48,72,36,48,1,0,1
5530,1,1,96,1648,1200,96,1,0,1
5531,20,5,16,160,160,16,1,0,1
5532,1,1,22,22,22,22,1,0,2
5533,1,0,48,432,48,48,1,0,1
5534,12,12,12,408,96,12,0,0,1
5535,2,1,10,10,10,10,1,0,1
5536,1,1,22,88,22,22,1,1,2
5537,7,7,4242,2037602,701946,4242,1,0,1
5538,29,29,15,610,205,15,1,0,1
5539,4,4,3160,3160,3160,3160,1,0,3
5540,0,0,5,80,15,5,1,0,1
5541,4,4,176,0,1584,176,1,0,1
5542,0,0,12,426,396,12,1,0,1
5543,29,29,8,112,72,8,1,0,1
5544,0,0,15,470,10,15,1,0,1
5545,2,2,3726,1581227,21321,3726,1,0,1
5546,3,3,120,7220,780,120,1,1,2
5547,5,4,10,10,10,10,1,0,1
5548,1,0,70,670,490,70,1,0,1
5549,32,32,22,99,22,22,0,0,2
5550,102,4,6,225,9,6,1,0,1
5551,0,0,266,14070,560,266,1,0,1
5552,1,1,392,3416,2744,392,1,0,1
5553,382,382,768,13632,2400,768,1,0,1
5554,22,22,1200,6150,7950,1200,1,22,2
5555,1,1,1062,22806,3060,1062,1,0,1
5556,0,0,6,30,18,6,1,0,1
5557,0,0,5,5,5,5,0,0,1
5558,0,0,150,579,579,150,0,0,1
5559,4,4,20,820,500,20,1,0,1
5560,0,0,5,50,55,5,1,0,1
5561,0,0,6,246,216,6,0,0,1
5562,0,0,5,30,0,5,1,0,1
5563,0,0,5,20,25,5,1,0,1
5564,0,0,5,25,30,5,0,0,1
5565,0,0,15,155,115,15,1,0,1
5566,0,0,6,384,0,6,1,0,1
5567,0,0,36,150,156,36,1,0,1
5568,0,0,50,4210,5340,50,0,0,1
5569,4,0,6,120,24,6,0,0,1
5570,53,0,6,222,246,6,1,0,1
5571,53,0,210,2177,679,210,1,0,2
5572,0,0,20,180,20,20,1,0,1
5573,0,0,344,5208,6664,344,0,0,1
5574,4,1,2898,58167,22264,2898,1,0,1
5575,1,1,60,1410,150,60,0,0,1
5576,0,0,5,20,25,5,1,0,1
5577,0,0,10,230,5,10,1,0,1
5578,0,0,18,18,0,18,0,0,1
5579,1,0,600,5660,1660,600,1,0,1
5580,1,1,168,5600,644,168,1,0,1
5581,0,0,600,6840,5300,600,1,0,1
5582,0,0,30,2280,4230,30,0,0,1
5583,1,1,160,9420,6820,160,1,0,1
5584,1,1,10,175,40,10,1,0,1
5585,4,1,76,760,76,76,1,0,2
5586,87,7,15,80,50,15,0,0,1
5587,87,7,25,980,240,25,1,0,1
5588,0,0,6,54,6,6,0,0,1
5589,0,0,10,10,10,10,0,0,1
5590,0,0,10,85,25,10,1,0,1
5591,0,0,5,5,5,5,0,0,1
5592,1,1,84,840,108,84,0,1,2
5593,1,1,25,25,0,25,0,0,1
5594,7,7,665,15561,7486,665,1,0,1
5595,0,0,5,25,15,5,1,0,1
5596,112,112,176,352,7920,176,0,5,2
5597,0,0,15,5,235,15,1,0,1
5598,0,0,60,0,540,60,1,0,1
5599,1,1,5,5,5,5,0,0,1
5600,0,0,132,462,99,132,0,0,1
5601,0,0,1184,12336,158528,1184,1,0,1
5602,0,0,6,126,84,6,0,0,1
5603,4,4,16,288,64,16,1,0,1
5604,1,1,3,21,27,3,1,0,1
5605,1,1,56,8414,8400,56,1,0,1
5606,0,0,24,60,90,24,1,0,1
5607,0,0,16,32,16,16,0,0,1
5608,8,8,45,585,0,45,1,0,1
5609,1,1,12,132,48,12,1,0,1
5610,4,4,16,168,0,16,0,0,1
5611,13,13,1225,2240,6370,1225,1,0,1
5612,0,0,24,372,132,24,1,0,1
5613,98,2,80,480,80,80,1,0,1
5614,1,1,7,14,14,7,1,1,1
5615,228,0,10,290,20,10,1,0,1
5616,4,4,15,60,0,15,1,0,1
5617,5,5,12,12,0,12,0,0,1
5618,1,1,10,75,15,10,1,0,1
5619,1,1,72,288,126,72,0,1,1
5620,2,2,1360,44200,3043,1360,1,0,1
5621,0,0,108,5832,7452,108,1,0,1
5622,0,0,406,15680,9800,406,1,0,1
5623,0,0,576,2304,64,576,1,0,1
5624,11,0,6,0,12,6,1,0,1
5625,6,3,1200,61875,2700,1200,1,0,2
5626,3,3,175,18225,1400,175,1,0,2
5627,0,0,6,36,12,6,0,0,1
5628,26,0,5,30,15,5,1,0,1
5629,62,62,36,180,0,36,1,0,1
5630,10,10,52,78,338,52,1,0,1
5631,0,0,5,10,0,5,1,0,1
5632,0,0,4,12,12,4,0,0,1
5633,11,11,42,14,70,42,1,0,1
5634,11,11,72,144,144,72,1,0,1
5635,7,7,336,10164,2030,336,1,0,1
5636,0,0,858,876,876,858,0,0,1
5637,5,5,3,9,9,3,0,0,1
5638,0,0,22,22,22,22,1,0,1
5640,3,3,12,24,63,12,0,0,1
5641,5,5,7,693,427,7,0,0,1
5642,5,5,5,440,325,5,0,0,1
5643,0,0,96,2448,0,96,1,0,1
5644,24,24,5,80,45,5,1,0,1
5645,0,0,18,2529,0,18,0,0,1
5646,5,5,826,61726,7658,826,1,4,2
5647,0,0,140,6690,8175,140,1,0,1
5648,0,0,5,5,0,5,0,0,1
5649,5,5,255,12291,3485,255,1,2,1
5650,0,0,80,170,170,80,0,0,1
5651,3,3,54,846,306,54,0,0,2
5652,0,0,5,60,15,5,1,0,1
5653,4,3,255,70958,85595,255,1,0,2
5654,2,2,30,45,30,30,0,0,1
5655,0,0,10,170,130,10,1,0,1
5656,0,0,135,1425,1715,135,1,0,1
5657,3,3,108,864,702,108,0,3,3
5658,3,3,5,55,5,5,1,0,1
5659,6,6,64,128,176,64,1,0,1
5660,3,3,18,198,198,18,1,3,2
5661,5,5,112,11480,56,112,1,0,1
5662,3,3,15,210,10,15,1,0,1
5663,3,3,5,1995,0,5,0,0,1
5664,1,1,285,845,1345,285,1,0,1
5665,5,5,112,5306,0,112,1,0,1
5666,257,257,1302,11634,2520,1302,1,217,2
5667,3,3,36,384,180,36,1,0,1
5668,19,4,6275,838500,1554975,6275,1,0,1
5669,0,0,10,20,30,10,1,0,1
5670,0,0,20,40,20,20,1,0,1
5671,0,0,14,35,7,14,1,0,1
5673,3,3,28,378,42,28,0,0,1
5674,3,3,30,276,42,30,0,0,1
5675,64,62,4128,144695,989,4128,1,0,1
5676,0,0,14,14,2058,14,1,0,1
5677,1,1,3,27,6,3,1,0,1
5678,2,2,84,560,140,84,0,0,1
5680,0,0,32,480,400,32,0,0,1
5681,8,8,12,72,36,12,1,0,1
5682,3,3,24,12,60,24,0,0,1
5683,0,0,56,280,0,56,0,0,1
5684,0,0,5,5,5,5,0,0,1
5685,0,0,255,0,0,255,1,0,1
5686,0,0,32,208,32,32,0,0,1
5687,0,0,255,17870,0,255,1,0,1
5688,0,0,1960,2478,2590,1960,0,0,1
5689,1,1,30,1140,350,30,1,0,1
5690,1,1,24,876,240,24,1,0,1
5691,0,0,168,2424,888,168,1,0,1
5692,72,72,29505,3411345,1663725,29505,1,0,2
5693,1,1,54,576,522,54,1,0,1
5694,72,72,12584,623896,31512,12584,1,66,3
5695,1,1,399,29602,3724,399,1,0,1
5696,3,3,27,36,9,27,0,0,1
5697,12,12,64,128,128,64,0,0,1
5698,4,4,28,322,70,28,1,0,1
5699,5,5,32,192,128,32,1,0,1
5700,52,1,10,85,15,10,1,0,1
5701,38,1,10,35,5,10,1,1,1
5702,4,4,15,115,105,15,1,0,1
5703,4,4,15,180,85,15,1,0,1
5704,4,4,143,3498,1034,143,1,0,1
5705,3,3,5,110,95,5,1,0,1
5706,166,166,1044,6670,11774,1044,0,0,2
5708,8,8,56,1064,602,56,1,0,1
5709,0,0,55,1555,165,55,1,0,1
5710,1,1,10,65,0,10,1,1,1
5711,2,2,80,6440,20,80,1,0,1
5712,4,0,35,290,125,35,1,0,1
5713,4,4,180,4338,468,180,1,0,1
5714,0,0,5,30,0,5,1,0,1
5715,0,0,15,735,10,15,1,0,1
5716,10,10,10,745,0,10,1,0,1
5717,10,10,10,725,0,10,1,0,1
5718,10,10,15,710,35,15,1,0,1
5719,10,10,20,1475,0,20,1,0,1
5720,11,11,36,1197,72,36,1,0,1
5721,42,23,3731,80524,5658,3731,1,0,1
5722,0,0,55,165,605,55,1,0,1
5723,0,0,5,30,0,5,1,0,1
5724,20,20,312,960,144,312,1,0,1
5725,1,1,3,66,6,3,0,0,1
5726,31,31,30,240,0,30,1,0,1
5728,0,0,15,45,10,15,1,0,1
5729,0,0,45,1250,190,45,1,0,1
5730,2,1,660,37530,8775,660,1,0,1
5731,1,1,50,1315,230,50,1,0,1
5732,0,0,25,500,165,25,1,0,1
5734,0,0,15,210,10,15,1,0,1
5735,0,0,35,11225,10210,35,1,0,1
5736,2,2,93,186,186,93,0,1,1
5737,2,2,300,1040,560,300,1,0,1
5738,0,0,5,5,0,5,1,0,1
5740,1,1,24,456,336,24,1,0,1
5741,0,0,5,10,0,5,1,0,1
5742,0,0,6,324,180,6,1,0,1
5743,0,0,32,32,32,32,0,0,2
5744,0,0,3,3,9,3,0,0,1
5745,11,11,51,204,0,51,1,10,3
5747,3,2,720,47730,3750,720,1,0,1
5748,0,0,44,979,572,44,1,0,1
5749,0,0,10,310,60,10,1,0,1
5750,1,1,16,160,160,16,1,0,2
5751,0,0,10,120,0,10,1,0,1
5752,1,1,672,14624,5344,672,1,0,1
5753,0,0,12,18,42,12,1,0,1
5754,11,11,1617,53823,48411,1617,1,0,1
5755,0,0,10,115,15,10,0,0,1
5757,49,49,16241,867749,12862,16241,1,1,1
5758,21,11,384,0,27728,384,0,0,1
5759,10,10,6916,2985136,149380,6916,1,0,1
5760,0,0,55,5805,5400,55,1,0,1
5761,171,171,551,1235,8569,551,0,170,3
5762,0,0,10,40,30,10,1,0,1
5763,33,1,135,648,360,135,1,0,1
5764,0,0,20,380,40,20,1,0,1
5765,0,0,15,55,15,15,1,0,1
5766,1,1,360,12096,2808,360,1,0,1
5767,40,35,6795,139545,8865,6795,1,1,2
5768,36,8,6678,65016,35154,6678,0,2,2
5769,3,3,96,1488,288,96,1,0,1
5770,0,0,20,85,40,20,0,0,1
5771,20,20,4572,51840,21276,4572,1,0,1
5772,38,0,1722,21350,38724,1722,1,0,2
5773,0,0,5,5,5,5,0,0,1
5774,0,0,3,3,0,3,0,0,1
5775,0,0,176,3355,4840,176,0,0,1
5776,0,0,5,20,20,5,1,0,1
5777,0,0,33,88,66,33,1,0,1
5778,3,3,16,640,72,16,1,0,1
5779,0,0,25,50,145,25,0,0,1
5780,0,0,45,150,95,45,0,0,1
5781,0,0,5,5,45,5,0,0,1
5782,1,0,10,15,10,10,1,0,1
5783,2,2,12,72,6,12,1,0,1
5784,1,1,96,132,1020,96,1,0,1
5785,2,2,5130,401983,16435,5130,1,0,1
5786,3,1,616,20832,8984,616,1,0,1
5787,0,0,10,10,10,10,1,0,1
5788,1,0,5,20,5,5,1,0,1
5789,28,28,1350,184620,280020,1350,1,0,1
5790,17,17,330,615,1905,330,1,16,2
5791,18,18,2520,202041,14175,2520,1,16,2
5792,1,1,55,55,55,55,0,0,1
5793,1,1,50,120,40,50,1,0,1
5794,21,21,320,32352,0,320,0,1,1
5795,16,16,1184,109409,20239,1184,1,1,2
5796,20,20,442,80106,3510,442,1,0,1
5797,20,20,240,11490,1260,240,1,0,1
5798,0,0,15,305,10,15,1,0,1
5799,0,0,120,1760,15240,120,1,0,1
5800,0,0,32,784,16,32,1,0,1
5801,1,1,48,192,0,48,0,0,1
5802,0,0,10,20,10,10,0,0,1
5803,0,0,36,1746,1944,36,0,0,1
5804,0,0,15,30,30,15,0,0,1
5805,0,0,16,32,32,16,0,0,1
5806,0,0,5,5,0,5,0,0,1
5807,25,25,16,256,224,16,0,0,1
5808,420,0,170,6050,2190,170,1,0,1
5809,0,0,36,72,72,36,0,0,2
5810,0,0,3,6,6,3,1,0,1
5811,0,0,3,6,6,3,1,0,1
5812,0,0,10,410,330,10,1,0,1
5813,0,0,12,492,396,12,1,0,1
5814,0,0,12,492,396,12,1,0,1
5815,0,0,12,492,396,12,1,0,1
5816,0,0,154,4598,198,154,1,0,1
5817,0,0,12,492,396,12,1,0,1
5818,0,0,42,210,126,42,1,0,2
5819,0,0,60,240,45,60,1,0,1
5820,1,0,9260,1561600,1677830,9260,1,0,1
5821,0,0,117,351,91,117,1,0,1
5822,0,0,10,10,10,10,1,0,1
5823,0,0,3,3,3,3,1,0,1
5824,0,0,3,3,3,3,1,0,1
5825,0,0,6,54,6,6,1,0,1
5826,1,1,18,690,642,18,0,0,1
5827,1,1,3,9,6,3,0,0,1
5828,1,1,1040,138980,15680,1040,0,0,1
5829,0,0,3,15,15,3,0,0,1
5830,21,21,48,912,576,48,1,0,2
5831,0,0,112,4464,3888,112,1,0,1
5832,2,0,6,390,36,6,0,0,1
5833,0,0,6,246,54,6,1,0,1
5834,0,0,20,765,105,20,1,0,1
5835,0,0,5,40,25,5,1,0,1
5836,0,0,33,517,517,33,1,0,2
5837,0,0,5,10,10,5,0,0,1
5838,1,1,629,23647,2635,629,1,0,1
5839,0,0,36,468,513,36,1,0,1
5840,0,0,51,306,153,51,1,0,3
5841,0,0,28,28,28,28,0,0,1
5842,8,8,20,20,20,20,1,0,1
5843,1,1,152,5280,3792,152,1,0,1
5844,33,0,40,2560,3680,40,1,0,1
5845,0,0,5,10,10,5,0,0,1
5846,1,1,80,335,290,80,1,0,1
5847,54,0,770,43186,17072,770,0,0,1
5848,8,0,10,860,590,10,1,0,1
5849,56,0,10,530,250,10,1,0,1
5850,0,0,48,546,732,48,1,0,1
5851,1,1,10,140,30,10,1,0,1
5852,0,0,20,70,1070,20,0,0,1
5853,0,0,14,378,406,14,1,0,1
5854,0,0,70,70,70,70,1,0,1
5855,32,32,90,90,45,90,1,0,1
5856,0,0,27,306,0,27,1,0,1
5857,0,0,15,75,155,15,1,0,1
5858,0,0,15,1670,1285,15,1,0,1
5859,0,0,45,75,70,45,1,0,1
5860,0,0,54,198,144,54,0,0,2
5861,0,0,15,30,45,15,1,0,1
5863,2,1,30,670,300,30,1,0,1
5864,1,1,10,1725,0,10,1,0,1
5865,1,1,5,175,0,5,1,0,1
5866,4,4,66,165,132,66,1,0,2
5867,19,19,22,66,66,22,1,0,1
5868,1,1,260,5876,780,260,1,0,1
5869,0,0,3,0,0,3,0,0,1
5870,0,0,78,208,988,78,1,0,3
5871,4,4,364,7618,5564,364,1,0,1
5872,1,1,10,50,20,10,1,0,1
5873,0,0,16,16,16,16,0,0,1
5874,36,0,50,1335,85,50,1,0,1
5876,1,1,323,13702,18853,323,1,0,1
5877,0,0,18,702,18,18,1,0,1
5878,1,0,80,9280,10120,80,1,0,1
5879,0,0,27,54,459,27,1,0,1
5880,11,11,192,4224,4240,192,1,0,1
5881,0,0,36,432,72,36,1,0,1
5882,8,0,48,656,144,48,1,0,1
5883,6,6,10,10,20,10,1,0,1
5884,0,0,60,2600,2510,60,1,0,1
5885,0,0,64,232,88,64,1,0,1
5886,0,0,16,16,0,16,0,0,1
5887,22,22,144,768,496,144,1,8,3
5888,0,0,27,153,9,27,1,0,1
5889,8,8,2077,38347,5239,2077,1,0,1
5890,35,35,73280,3500000,496080,73280,1,32,2
5891,0,0,391,4369,3230,391,1,0,1
5892,0,0,100,460,280,100,1,0,2
5893,50,43,5265,171327,57564,5265,1,40,3
5894,57,43,16560,1193904,223200,16560,1,40,2
5895,1,1,399,6468,210,399,1,0,1
5896,0,0,5,225,195,5,1,0,1
5897,81,81,20,40,50,20,1,0,1
5898,48,48,39,78,0,39,1,0,1
5899,4,3,10,280,10,10,1,0,1
5900,18,3,70,1740,990,70,1,0,1
5901,19,3,60,2250,280,60,1,0,1
5902,31,3,10,1400,140,10,1,0,1
5903,31,3,10,10,10,10,1,0,1
5904,31,3,10,760,20,10,1,0,1
5905,31,3,10,180,0,10,1,0,1
5906,51,3,40,250,50,40,1,0,1
5907,50,3,30,1530,640,30,1,0,1
5908,31,3,48,228,228,48,1,0,2
5909,0,0,5,5,5,5,0,0,1
5910,0,0,3,0,9,3,0,0,1
5911,0,0,9,39,1107,9,0,0,1
5912,0,0,3,21,0,3,0,0,1
5913,0,0,33,165,99,33,1,0,1
5914,0,0,5,5,5,5,0,0,1
5915,39,39,14,14,14,14,0,0,1
5916,0,0,33,726,396,33,1,0,1
5917,13,13,225,11085,45,225,1,0,1
5918,0,0,5,100,5,5,0,0,1
5919,4,4,27,1053,216,27,1,0,1
5920,5,5,3780,101196,2916,3780,1,4,4
5921,0,0,10,210,175,10,0,0,1
5922,0,0,4,4,4,4,0,0,1
5923,0,0,12,12,354,12,1,0,1
5924,102,102,72,1728,0,72,1,0,1
5925,3,3,16,96,16,16,0,0,1
5926,0,0,2256,7464,8504,2256,0,0,1
5927,0,0,3,87,78,3,1,0,1
5928,0,0,395,2080,1755,395,0,0,1
5929,0,0,16,560,0,16,0,0,1
5930,1,1,6,6,6,6,1,1,1
5931,3,3,60,3060,980,60,1,0,1
5932,0,0,36,243,225,36,1,0,1
5933,3,3,92,35213,34316,92,1,0,2
5934,42,42,39,55419,62595,39,0,0,2
5935,0,0,15,365,165,15,1,0,1
5936,4,3,368,14104,4064,368,1,0,1
5937,3,3,16,1472,352,16,1,0,1
5938,4,3,32,128,32,32,0,0,1
5939,42,42,4779,139221,231057,4779,1,0,1
5940,3,3,5,10,15,5,0,0,1
5941,93,93,2740,747600,30640,2740,1,0,1
5942,4,4,56,56,56,56,1,0,1
5943,5,4,32,32,240,32,1,0,1
5944,0,0,32,2328,736,32,1,0,1
5945,2,2,30,160,0,30,1,0,1
5946,1,1,756,1904,2828,756,1,0,1
5947,1,1,6,12,24,6,1,0,1
5948,0,0,15,20,20,15,1,0,1
5949,3,3,40,904,104,40,1,2,3
5950,1,1,10,110,35,10,1,0,1
5951,1,1,10,235,5,10,0,0,1
5952,3,3,912,32448,1024,912,1,0,1
5953,6,6,156,4940,104,156,0,0,1
5954,0,0,5,5,5,5,1,0,1
5955,9,9,60,450,30,60,0,0,1
5956,7,7,30,150,20,30,1,0,1
5957,6,6,36,549,45,36,0,0,1
5958,0,0,3,15,6,3,1,0,1
5959,1,1,64,2064,720,64,1,0,1
5960,0,0,12,312,18,12,1,0,1
5961,0,0,6,60,24,6,1,0,1
5962,7,7,66,792,33,66,0,0,1
5963,1,1,360,3564,144,360,1,1,1
5964,1,1,135,90,90,135,1,1,1
5965,6,6,72,8028,6624,72,0,0,1
5966,1,1,45,3330,45,45,1,1,1
5967,1,1,48,2292,84,48,0,0,1
5968,10,10,36,522,522,36,0,1,1
5969,1,1,39,273,39,39,1,1,1
5970,0,0,15,25,25,15,0,0,1
5971,0,0,88,544,40,88,1,0,1
5972,0,0,7220,680,78980,7220,1,0,2
5973,1,1,7600,32756,28424,7600,1,0,1
5974,0,0,54,90,90,54,0,0,2
5975,0,0,16,16,0,16,1,0,1
5976,0,0,18,54,36,18,1,0,1
5977,8,8,85,1802,2907,85,1,0,1
5978,63,63,78,2925,117,78,1,0,1
5979,0,0,7,42,7,7,1,0,1
5980,0,0,5,5,20,5,1,0,1
5981,0,0,5,5,5,5,1,0,1
5982,0,0,48,1488,1200,48,1,0,1
5983,0,0,3,24,21,3,0,0,1
5984,53,53,140,3420,440,140,1,0,1
5985,0,0,6,90,63,6,0,0,1
5986,4,4,20,40,40,20,1,0,1
5987,4,4,3,21,21,3,0,0,1
5988,24,23,2296,35056,11312,2296,1,0,1
5989,165,164,22578,1823465,1272,22578,1,0,1
5990,165,164,41164,3199312,492,41164,1,2,3
5991,7,7,682,31174,506,682,1,0,1
5992,4,4,216,3744,216,216,0,0,2
5993,4,4,22,132,154,22,1,0,2
5994,4,4,84,1694,196,84,1,2,2
5995,0,0,18,30,30,18,0,0,1
5996,1,1,10,65,15,10,1,0,1
5997,5,5,231,1050,42,231,1,1,1
5998,3,3,184,9062,690,184,1,3,3
5999,0,0,40,280,40,40,1,0,2
6000,0,0,10,140,15,10,1,0,1
6001,0,0,5,70,0,5,1,0,1
6002,0,0,5,20,15,5,1,0,1
6003,1,1,32,144,48,32,1,0,1
6004,14,14,552,359568,0,552,1,13,2
6005,0,0,5,5,5,5,0,0,1
6006,2,1,35,235,25,35,0,0,1
6007,2,1,30,120,120,30,0,0,1
6008,0,0,5,5,5,5,0,0,1
6013,0,0,126,228,210,126,1,0,1
6014,0,0,5,10,5,5,1,0,1
6015,2,2,40,970,30,40,0,0,1
6016,0,0,32,1632,2496,32,1,0,1
6017,0,0,10,15,45,10,1,0,1
6018,0,0,30,240,72,30,0,0,1
6019,0,0,60,3840,730,60,1,0,1
6021,27,27,1950,3300,3300,1950,1,0,1
6022,0,0,176,1784,4848,176,1,0,1
6023,0,0,10,105,145,10,1,0,1
6024,0,0,3,3,3,3,0,0,1
6025,2,2,64,0,1144,64,1,0,1
6026,29,27,3549,104637,27027,3549,0,0,1
6027,0,0,5,450,0,5,1,0,1
6028,1,1,5,0,760,5,0,0,1
6029,0,0,5,15,15,5,1,0,1
6030,8,0,30,9246,9339,30,1,0,1
6031,42,42,952,246704,23256,952,1,9,2
6032,0,0,25,60,60,25,0,0,1
6033,0,0,580,1115,2680,580,0,0,1
6034,26,26,33759,4457937,2439690,33759,1,7,2
6035,1,1,270,4914,9090,270,1,0,1
6036,19,19,20,360,240,20,1,0,2
6037,0,0,5,355,365,5,1,0,1
6038,1,1,36,288,282,36,1,0,1
6039,1,1,95,195,195,95,1,0,1
6040,0,0,30,60,60,30,1,0,1
6041,0,0,6,6,6,6,0,0,1
6042,5,5,5,160,95,5,1,0,1
6043,0,0,5,5,10,5,0,0,1
6044,0,0,40,50,30,40,0,0,1
6045,0,0,10,25,20,10,0,0,1
6046,1,1,24,120,0,24,0,0,1
6047,1,1,9061,2497929,2257753,9061,1,0,1
6048,0,0,5,5,5,5,0,0,1
6049,5,5,1548,8964,4356,1548,0,0,1
6051,1,1,64,288,288,64,1,0,1
6052,90,6,54,621,621,54,0,0,1
6053,19,19,1200,28600,20325,1200,1,12,2
6054,1,1,420,1320,1305,420,1,0,1
6055,33,33,1584,419310,0,1584,1,0,1
