change_id,ecosystem_tenure,review_tenure,reviews,added_lines,removed_lines,no_files,sources,blocking_tenure,blocking_activity
2956,35,32,33,924,33,33,1,0,1
2957,4,4,8,0,1120,8,0,0,1
2959,8,8,72,927,531,72,1,1,1
2960,0,0,15,25,25,15,0,0,1
2961,10,4,156,1378,988,156,1,0,1
2962,0,0,60,696,288,60,1,0,1
2963,1,1,16,128,16,16,0,0,1
2964,1,1,11,44,11,11,0,1,1
2965,9,8,5,50,0,5,1,0,1
2966,1,1,54,630,306,54,1,1,3
2967,21,21,1296,46332,46332,1296,0,0,1
2969,1,1,896,35028,0,896,0,0,1
2970,36,32,56,1120,0,56,1,0,1
2971,0,0,5,5,5,5,0,0,1
2972,1,1,1520,3696,3696,1520,1,0,1
2973,0,0,7,7,7,7,1,0,1
2974,99,99,16,16,16,16,0,0,1
2975,1,1,25,525,80,25,1,1,1
2976,1,1,7230,18075,18135,7230,1,1,1
2977,0,0,5,5,5,5,1,0,1
2978,3,0,20,40,20,20,1,0,1
2979,2,0,165,594,66,165,1,0,1
2980,0,0,12483,37658,37658,12483,1,0,2
2981,11,11,32,200,16,32,0,0,2
2982,10,7,546,10290,4410,546,1,0,1
2983,34,34,66,1683,0,66,1,0,1
2984,111,111,1452,34485,8118,1452,1,0,1
2985,0,0,5,5,5,5,1,0,1
2986,0,0,32,1088,32,32,1,0,1
2987,0,0,80,400,400,80,1,0,3
2988,0,0,18,1170,1566,18,0,0,1
2989,15,0,108,936,360,108,1,0,1
2990,0,0,5,65,65,5,0,0,1
2991,7,7,360,2520,1080,360,1,1,2
2992,0,0,3,6,0,3,0,0,1
2993,0,0,8,8,8,8,0,0,1
2994,0,0,9,54,0,9,0,0,1
2995,3,3,420,7056,126,420,1,1,2
2996,8,8,798,51828,1638,798,1,0,1
2997,3,3,52,416,130,52,1,0,1
2998,0,0,20,30,30,20,1,0,1
2999,14,10,49480,960600,1355760,49480,1,10,2
3000,0,0,10,20,20,10,1,0,1
3001,0,0,10,20,20,10,1,0,1
3002,0,0,5,0,100,5,0,0,1
3003,0,0,40,130,20,40,1,0,1
3004,0,0,54,81,99,54,0,0,1
3005,6,6,190,855,1425,190,1,2,2
3006,2,0,12,48,36,12,1,0,1
3007,0,0,10,20,35,10,0,0,1
3008,0,0,24,24,24,24,1,0,1
3009,0,0,15,45,5,15,1,0,1
3010,16,16,63,371,196,63,1,0,1
3011,41,41,16,0,32,16,1,0,1
3012,0,0,15,550,125,15,0,0,1
3013,0,0,5,20,5,5,0,0,1
3014,3,3,364,4446,104,364,0,1,5
3015,0,0,5,10,0,5,1,0,1
3017,0,0,18,96,24,18,1,0,1
3018,2,2,95,798,798,95,1,1,2
3019,2,2,112,544,288,112,1,1,2
3020,2,2,308,1484,588,308,1,1,2
3021,0,0,20,130,100,20,0,0,1
3022,0,0,120,3300,180,120,0,0,1
3023,0,0,3,6,6,3,0,0,1
3024,0,0,16,24,16,16,0,0,1
3025,23,23,840,1400,1260,840,1,0,1
3026,13,13,12,54,36,12,1,0,1
3027,16,16,20,130,170,20,1,0,1
3028,0,0,12,198,84,12,1,0,1
3029,0,0,15,15,15,15,0,0,1
3030,9,9,10710,161700,39130,10710,1,0,1
3031,0,0,10,205,120,10,1,0,1
3032,2,2,5320,120574,18278,5320,1,0,1
3033,0,0,80,430,70,80,0,0,2
3034,0,0,456,12711,0,456,1,0,1
3035,76,76,18690,582750,8470,18690,1,35,3
3036,0,0,10,110,300,10,1,0,1
3037,23,23,448,588,588,448,1,1,1
3038,0,0,4,4,4,4,0,0,2
3039,0,0,3,24,0,3,0,0,1
3040,29,29,806,6820,1519,806,1,0,1
3041,1,1,1632,46296,0,1632,1,0,2
3043,0,0,5,60,50,5,0,0,1
3044,0,0,640,4872,1760,640,1,0,1
3045,0,0,16,64,8,16,0,0,1
3046,0,0,25484,1443342,54970,25484,1,0,1
3047,0,0,6,129,36,6,1,0,1
3048,0,0,5,0,30,5,0,0,1
3049,0,0,5,55,5,5,1,0,1
3050,2,2,1197,16149,1701,1197,1,0,1
3051,0,0,10,55,65,10,0,0,1
3052,0,0,6,30,0,6,0,0,1
3053,0,0,50,815,200,50,1,0,1
3054,8,8,112,7376,224,112,1,0,1
3055,2,2,132,7836,288,132,0,0,1
3056,1,1,18,72,18,18,0,0,2
3057,2,2,1176,5160,2592,1176,0,0,1
3058,0,0,115,1495,635,115,1,0,1
3059,16,8,650,91520,12064,650,0,3,5
3060,7,7,66,1001,66,66,1,0,1
3061,1,1,182,4270,1498,182,0,0,1
3062,3,3,196,1456,784,196,1,0,1
3063,0,0,40,705,295,40,1,0,1
3064,0,0,126,6348,0,126,0,0,1
3065,1,1,120,4316,0,120,1,0,1
3066,0,0,18,18,18,18,0,0,1
3067,2,2,3,42,0,3,0,1,1
3068,1,1,496,4240,3600,496,1,0,1
3069,0,0,10,90,50,10,0,0,1
3070,0,0,10,55,60,10,0,0,1
3074,69,16,770,77594,1430,770,1,1,1
3075,1,1,312,10776,480,312,1,0,1
3080,1,1,126,1358,798,126,1,0,1
3081,6,6,1664,13000,17394,1664,1,0,2
3082,0,0,240,720,0,240,1,0,3
3083,1,1,608,13984,3648,608,1,0,3
3084,0,0,7,7,7,7,0,0,1
3086,0,0,32,32,16,32,0,0,1
3087,0,0,15,15,15,15,0,0,1
3088,0,0,3,3,3,3,0,0,1
3089,0,0,3,24,0,3,0,0,1
3090,0,0,10,0,0,10,0,0,2
3091,0,0,14,42,84,14,1,0,1
3092,9,6,210,13524,2814,210,1,0,1
3093,1,1,210,6804,0,210,0,0,1
3094,22,15,26048,3098304,26664,26048,1,0,1
3095,1,1,456,3078,0,456,1,0,1
3096,0,0,3,0,3,3,1,0,1
3097,0,0,6,66,9,6,1,0,1
3098,212,206,115,345,345,115,1,0,1
3099,6,6,18,450,0,18,1,0,1
3100,216,206,540,4260,450,540,1,0,1
3102,0,0,15,810,66,15,1,0,1
3103,0,0,12,0,36,12,1,0,1
3104,63,49,5768,496720,107576,5768,1,14,3
3105,7,0,1098,93222,5184,1098,1,0,1
3106,2,2,2352,133322,39648,2352,1,0,1
3107,2,1,18,144,234,18,1,0,1
3108,0,0,330,2310,2155,330,1,0,1
3109,0,0,561,26092,594,561,1,0,1
3110,0,0,5,0,0,5,0,0,1
3111,0,0,33,77,341,33,1,0,1
3112,1,1,144,144,0,144,0,0,2
3113,1,1,6,6,6,6,0,0,1
3114,1,1,60,20,330,60,1,0,1
3115,13,13,150,3060,345,150,1,2,2
3116,2,2,1440,32040,24120,1440,1,1,1
3117,58,1,11865,101850,256830,11865,1,0,1
3118,1,1,12,0,3276,12,0,0,1
3119,2,2,2375,2755,2375,2375,1,2,2
3120,1,1,75,3290,0,75,1,0,1
3121,7,7,3864,150903,243524,3864,1,1,1
3122,1,1,3,6,0,3,1,0,1
3123,1,1,18,63,45,18,0,0,1
3124,1,1,5,15,0,5,0,0,1
3125,3,3,27,243,243,27,0,0,1
3126,9,7,630,630,16590,630,1,1,1
3127,9,7,920,8395,76820,920,1,1,2
3128,0,0,3,240,300,3,0,0,1
3129,0,0,44,2299,110,44,1,0,1
3130,12,12,22,2057,0,22,0,11,1
3131,0,0,10,1095,20,10,1,0,1
3132,0,0,10,220,75,10,1,0,1
3133,0,0,3,3,6,3,0,0,1
3134,156,0,1872,10686,10920,1872,1,0,1
3135,0,0,3,9,9,3,0,0,1
3136,0,0,6,42,42,6,0,0,1
3137,0,0,115,2145,710,115,1,0,1
3138,0,0,32,112,96,32,1,0,1
3139,0,0,6,12,12,6,0,0,1
3140,17,16,81,162,162,81,1,0,1
3141,0,0,7,0,119,7,1,0,1
3142,16,5,900,111390,270,900,1,0,1
3143,16,5,1330,94654,154,1330,1,0,1
3144,5,5,60,800,0,60,0,0,1
3145,0,0,45,105,105,45,1,0,1
3146,0,0,39,416,1339,39,1,0,1
3147,8,8,138,276,138,138,1,0,1
3148,8,6,972,70956,1620,972,1,0,1
3149,0,0,14,14,14,14,1,0,2
3150,0,0,48,456,0,48,0,0,1
3151,0,0,15,30,10,15,0,0,1
3152,351,350,1292,94452,23256,1292,1,0,1
3153,342,338,837,68076,3596,837,1,0,1
3154,8,6,665,6555,2185,665,1,0,1
3155,76,76,1260,40509,36099,1260,0,0,1
3157,57,11,112895,971969,2455416,112895,1,0,1
3158,0,0,5,40,0,5,0,0,1
3159,18,2,20,13760,0,20,0,0,1
3160,0,0,85,187,51,85,0,0,4
3161,0,0,33,99,33,33,1,0,1
3162,8,6,20,400,30,20,1,0,1
3163,5,5,120,3648,516,120,1,0,1
3164,0,0,18,7392,84,18,1,0,1
3165,160,160,270,96750,96440,270,1,0,1
3166,0,0,20,1170,10,20,1,0,1
3167,6,6,156,2808,0,156,0,0,1
3168,0,0,12,12,12,12,1,0,1
3169,0,0,351,5427,4374,351,1,0,1
3170,0,0,3,3,39,3,1,0,1
3171,0,0,6,3,39,6,0,0,1
3172,19,2,504,96404,16520,504,0,0,1
3173,0,0,3,9,9,3,0,0,1
3174,5,2,1120,14560,2100,1120,1,0,1
3175,1,1,60,1060,1940,60,0,0,1
3176,0,0,80,0,0,80,0,0,1
3177,1,1,48,1116,24,48,1,0,1
3178,5,5,128,736,0,128,0,0,2
3179,145,145,380,9861,646,380,0,0,1
3180,2,0,15,165,70,15,1,0,1
3181,0,0,3,3,3,3,0,0,1
3182,0,0,30,290,25,30,0,0,1
3183,0,0,3,3,3,3,0,0,1
3184,0,0,28,1190,28,28,0,0,2
3185,1,1,195,6750,135,195,1,0,1
3186,1,1,68,340,340,68,1,0,2
3187,1,1,7,70,70,7,1,1,1
3188,22,22,11128,51532,51532,11128,1,0,1
3189,6,0,126,504,90,126,1,0,1
3190,0,0,5,95,10,5,1,0,1
3191,1,1,12,12,0,12,0,1,1
3192,0,0,30,2445,120,30,0,0,1
3193,0,0,24,144,24,24,0,0,1
3194,1,1,64,736,368,64,1,0,1
3195,1,1,5,5,10,5,1,0,1
3196,1,1,128,9664,16,128,1,0,1
3197,6,6,35,70,380,35,0,0,1
3198,0,0,10,380,0,10,0,0,1
3199,46,46,8745,670120,77385,8745,1,26,2
3201,0,0,30,610,0,30,1,0,1
3202,5,5,3156,16800,12324,3156,1,0,1
3203,5,5,36,1152,900,36,1,0,1
3204,0,0,10,340,15,10,1,0,1
3206,0,0,18,18,18,18,1,0,2
3208,0,0,16,48,0,16,1,0,1
3209,0,0,16,16,16,16,0,0,1
3210,0,0,48,96,48,48,1,0,1
3211,0,0,24,512,0,24,1,0,1
3212,0,0,54,540,324,54,1,0,2
3213,8,7,264,4008,0,264,1,0,2
3214,0,0,2665,74152,22061,2665,1,0,2
3215,0,0,846,33489,4140,846,1,0,1
3216,0,0,10,30,35,10,1,0,1
3217,6,6,468,7332,5577,468,1,0,1
3218,11,11,814,10692,440,814,1,0,1
3220,6,5,200,5300,2900,200,0,4,2
3221,27,27,392,1008,5320,392,0,0,3
3222,0,0,15,140,35,15,1,0,1
3223,0,0,30,485,10,30,0,0,1
3224,0,0,20,660,10,20,1,0,1
3225,0,0,64,2048,336,64,1,0,1
3227,0,0,16,64,64,16,1,0,1
3228,4,4,6,48,360,6,1,0,1
3229,4,4,5,60,0,5,1,0,1
3230,11,11,336,168,1624,336,1,6,1
3231,6,6,36,576,432,36,1,0,1
3232,1,1,68,204,578,68,0,0,1
3235,0,0,6,12,12,6,0,0,1
3236,0,0,3,48,162,3,0,0,1
3237,0,0,6,0,24,6,0,0,1
3238,0,0,48,144,0,48,0,0,1
3239,0,0,25,1345,940,25,0,0,1
3240,0,0,10,10,10,10,0,0,1
3242,0,0,16,16,16,16,0,0,1
3243,0,0,36,72,72,36,0,0,1
3244,0,0,36,2538,2574,36,0,0,2
3245,53,18,88648,336364,322560,88648,1,0,1
3246,7,5,12432,62160,76468,12432,1,0,2
3247,4,4,24,72,0,24,1,0,1
3248,1,1,30,0,140,30,1,0,1
3249,0,0,140,1980,0,140,0,0,1
3250,0,0,70,770,0,70,0,0,1
3251,6,6,30,510,390,30,1,0,1
3252,0,0,15,55,30,15,0,0,1
3253,0,0,5,5,5,5,0,0,1
3254,3,3,77,231,165,77,1,0,1
3255,0,0,195,1065,185,195,1,0,1
3256,0,0,135,605,535,135,0,0,1
3257,0,0,15,60,55,15,0,0,1
3258,0,0,20,30,25,20,1,0,1
3259,0,0,25,115,205,25,1,0,1
3260,0,0,190,1430,1500,190,1,0,1
3261,0,0,85,490,635,85,1,0,1
3262,0,0,5,10,10,5,0,0,1
3263,0,0,12,12,0,12,1,0,1
3265,2,2,15,519,165,15,1,0,1
3266,0,0,145,170,190,145,1,0,1
3267,1,1,40,3232,3768,40,1,0,1
3268,542,542,910,42700,1750,910,1,0,1
3271,0,0,16,184,208,16,1,0,1
3272,0,0,5,150,145,5,1,0,1
3273,16,16,63,5145,16863,63,1,1,2
3274,184,184,870,5336,2958,870,1,0,1
3275,41,41,88,1078,0,88,1,0,1
3276,0,0,5,0,4315,5,1,0,1
3277,1,1,32,80,80,32,1,0,1
3278,179,179,128,992,192,128,1,0,2
3279,0,0,30,375,820,30,1,0,1
3280,29,29,1184,7488,1824,1184,1,28,3
3281,14,14,836,3212,2354,836,1,0,1
3282,9,9,1755,167505,3003,1755,1,0,1
3283,0,0,5,50,5,5,0,0,1
3284,16,3,1701,132048,25956,1701,1,0,1
3285,6,6,36,72,48,36,1,0,2
3286,6,6,16,48,0,16,1,0,1
3287,0,0,5,60,5,5,1,0,1
3288,0,0,420,1240,1130,420,1,0,1
3289,0,0,465,2025,1275,465,0,0,1
3290,50,50,364,18676,140,364,1,2,2
3291,3,3,1978,8471,13545,1978,0,0,1
3292,0,0,10,10,10,10,0,0,1
3293,0,0,10,10,10,10,0,0,1
3294,15,15,220,1020,1020,220,1,0,1
3295,0,0,150,3276,882,150,0,0,1
3296,0,0,10,65,25,10,0,0,1
3297,0,0,25,195,35,25,1,0,1
3298,6,3,100,660,320,100,1,1,1
3299,5,2,320,2100,940,320,1,0,1
3300,5,2,220,2600,1640,220,1,0,1
3301,5,2,110,462,110,110,1,0,2
3302,9,9,9800,143472,92540,9800,1,0,2
3303,6,6,1885,6090,0,1885,1,0,2
3304,0,0,63,81,75,63,0,0,1
3305,1,1,486,6642,1728,486,0,0,1
3306,0,0,36,54,396,36,1,0,1
3307,0,0,15,25,10,15,0,0,1
3308,58,58,266,1743,1743,266,0,58,1
3309,0,0,6,78,27,6,1,0,1
3310,0,0,27,789,72,27,1,0,1
3311,4,4,5032,47634,25432,5032,1,1,2
3312,1,1,36,84,96,36,0,0,1
3313,1,1,216,216,840,216,0,0,1
3314,5,4,6688,11550,14058,6688,1,1,1
3315,84,84,18340,273770,91840,18340,1,1,2
3316,15,15,144,360,3024,144,1,0,2
3317,0,0,280,2688,2800,280,1,0,1
3318,211,211,119,4837,147,119,1,0,1
3319,0,0,162,2988,3420,162,1,0,2
3320,0,0,45,80,100,45,1,0,1
3321,0,0,95,1545,1650,95,1,0,1
3322,0,0,45,130,160,45,0,0,1
3323,0,0,395,1200,1335,395,1,0,1
3324,4,3,9867,103701,93249,9867,1,0,1
3325,0,0,5,25,25,5,1,0,1
3326,0,0,20,100,60,20,1,0,1
3327,1,1,2120,10260,9660,2120,1,0,1
3328,1,1,5,5,5,5,1,0,1
3329,4,3,104,156,0,104,0,0,1
3330,1,1,66,0,1606,66,1,1,3
3331,0,0,12,72,12,12,1,0,1
3332,0,0,12,24,48,12,1,0,1
3333,106,106,180,5040,120,180,1,2,2
3334,1,1,15,400,40,15,1,0,1
3335,2,2,375950,7719385,18081808,375950,1,2,5
3336,0,0,8,8,8,8,0,0,1
3337,0,0,72,48,18768,72,1,0,1
3338,0,0,10,70,0,10,0,0,1
3339,0,0,10,5,10,10,0,0,1
3340,42,8,546,1248,1170,546,1,0,1
3341,0,0,36,18,1278,36,1,0,1
3342,0,0,10,20,20,10,1,0,1
3343,0,0,16,80,16,16,0,0,1
3344,1,1,84,70,28,84,0,0,2
3345,1,0,418,6707,494,418,1,0,1
3346,0,0,10,185,160,10,0,0,1
3347,3,3,18,18,18,18,1,0,1
3348,3,3,2040,6400,14760,2040,1,0,1
3349,0,0,120,216,1752,120,1,0,1
3350,9,9,868,700,23968,868,1,0,2
3351,16,3,6080,64000,133296,6080,1,0,1
3352,4,4,140,3738,0,140,1,0,1
3353,4,4,6725,90450,46825,6725,1,0,1
3354,10,10,60,420,360,60,1,0,1
3355,1,1,75,300,0,75,1,0,1
3356,1,1,48,192,0,48,1,0,1
3357,1,1,48,192,0,48,1,0,1
3358,16,16,735,735,735,735,1,0,2
3359,2,2,36,36,36,36,1,0,1
3360,0,0,5,30,10,5,1,0,1
3361,0,0,10,575,20,10,1,0,1
3362,0,0,108,5424,1792,108,1,0,1
3363,1,1,81,2808,387,81,1,0,1
3364,0,0,40,420,5,40,1,0,1
3367,0,0,5,5,5,5,0,0,1
3368,0,0,33,1947,1881,33,1,0,1
3369,1,1,14,56,14,14,0,0,2
3370,0,0,45,155,80,45,1,0,1
3371,1,1,10,80,0,10,1,0,1
3372,0,0,40,300,210,40,1,0,1
3373,0,0,15,25,25,15,1,0,1
3374,3,3,760,2300,1200,760,0,0,3
3375,0,0,544,1248,848,544,1,0,1
3376,23,23,380,5100,300,380,1,0,1
3377,0,0,5,5,5,5,0,0,1
3378,6,5,204,2652,0,204,0,0,1
3379,0,0,45,255,90,45,1,0,1
3380,1,1,18,684,0,18,1,0,1
3381,2,2,72,600,0,72,0,0,2
3382,0,0,8,0,16,8,0,0,1
3383,0,0,112,1040,792,112,1,0,1
3384,8,8,15,20,20,15,0,0,1
3385,2,2,30,225,45,30,0,0,1
3386,0,0,10,150,25,10,1,0,1
3387,16,16,100,600,200,100,1,4,3
3388,7,7,92,368,276,92,1,0,1
3389,0,0,91,1222,819,91,0,0,2
3390,3,3,486,11664,7425,486,1,1,2
3391,11,11,1300,83044,21970,1300,1,1,1
3392,0,0,4,12,0,4,0,0,1
3393,0,0,84,324,396,84,0,0,1
3394,1,1,1534,24258,1482,1534,1,1,1
3395,0,0,12,12,12,12,0,0,1
3396,1,1,66,384,384,66,0,0,1
3397,0,0,36,204,48,36,1,0,1
3398,0,0,5,5,5,5,1,0,1
3399,0,0,12,501,39,12,1,0,1
3400,1,1,20,1270,100,20,1,0,1
3401,0,0,15,295,305,15,1,0,1
3402,1,1,144,5028,7344,144,1,0,1
3403,10,10,136,187,187,136,1,0,1
3404,14,9,912,19380,12996,912,1,0,1
3405,0,0,5,55,55,5,0,0,1
3406,7,6,532,2147,1444,532,1,0,1
3407,7,7,3,6,0,3,1,7,1
3408,2,2,16,328,200,16,1,0,1
3409,7,6,192,1600,448,192,1,0,1
3410,7,6,256,3072,64,256,1,0,1
3411,0,0,25,305,330,25,1,0,1
3412,7,2,45,0,3150,45,1,0,2
3413,8,8,72,1692,54,72,1,0,2
3414,43,43,1260,26460,360,1260,1,0,1
3415,0,0,110,2170,1400,110,1,0,1
3416,0,0,20,200,120,20,1,0,1
3417,0,0,238,378,308,238,1,0,1
3418,35,35,168,2373,63,168,0,0,1
3419,51,51,1121,40769,7316,1121,1,51,4
3420,2,2,192,37968,54864,192,1,0,1
3421,2,2,60,780,540,60,1,0,1
3422,0,0,4698,132624,62748,4698,1,0,1
3423,0,0,10,0,4010,10,1,0,1
3424,0,0,132,154,154,132,0,0,1
3425,0,0,35,115,45,35,1,0,1
3426,1,0,10,40,20,10,1,0,1
3427,50,0,25,1130,160,25,1,0,1
3428,0,0,6,6,6,6,0,0,1
3429,1,1,192,304,304,192,1,0,1
3430,0,0,72,1164,648,72,1,0,1
3431,9,9,234,2886,884,234,1,0,1
3432,189,189,240,6000,920,240,1,0,1
3433,0,0,9,27,9,9,1,0,1
3434,0,0,36,60,108,36,1,0,1
3435,0,0,6,60,6,6,1,0,1
3436,1,1,1458,8802,11700,1458,1,0,1
3437,1,1,20,0,120,20,0,0,1
3438,0,0,24,720,0,24,1,0,1
3439,1,1,99,198,825,99,1,0,1
3440,1,1,66,627,561,66,1,0,1
3441,1,1,196,1092,1260,196,1,0,1
3442,1,1,364,756,756,364,1,0,1
3443,1,1,39,78,78,39,1,0,2
3444,1,1,165,495,495,165,0,0,1
3445,0,0,15,205,15,15,1,0,1
3446,44,44,16492,793972,34732,16492,1,44,5
3447,0,0,3,72,0,3,0,0,1
3448,0,0,835,850,850,835,0,0,1
3449,1,1,14,364,7,14,1,0,1
3450,1,1,5,20,20,5,1,0,1
3451,303,303,540,10530,3978,540,1,1,1
3452,0,0,5,575,0,5,1,0,1
3453,56,0,75,95,95,75,0,0,1
3454,57,0,15,30,0,15,1,0,1
3455,59,0,5,50,40,5,1,0,1
3458,3,3,160,1820,1060,160,1,0,1
3459,1,1,27,0,945,27,1,0,1
3460,7,7,12,0,36,12,0,0,1
3461,6,6,33,132,66,33,0,0,1
3462,7,7,572,7194,440,572,1,0,1
3464,78,56,2225,200750,18975,2225,1,0,2
3465,6,6,171,1656,243,171,1,0,1
3466,1,1,56,0,56,56,1,0,1
3467,63,55,3905,362171,2343,3905,1,0,2
3468,0,0,36,6552,0,36,0,0,1
3469,0,0,22,638,176,22,1,0,1
3470,0,0,26,52,78,26,1,0,1
3471,0,0,18,72,18,18,1,0,1
3472,22,15,255,850,595,255,1,0,1
3473,0,0,10,40,20,10,1,0,1
3474,6,6,56,280,196,56,1,0,1
3475,0,0,10,15,15,10,1,0,1
3476,1,1,39,468,1287,39,0,0,1
3477,0,0,16,176,384,16,1,0,1
3478,12,12,100,200,200,100,1,0,1
3479,1,1,112,0,2856,112,0,0,1
3480,1,1,56,336,448,56,0,0,1
3481,0,0,1215,2070,2340,1215,0,0,1
3482,1,1,10,65,45,10,1,0,1
3483,0,0,1980,29744,30008,1980,1,0,1
3484,0,0,5,90,65,5,0,0,1
3485,0,0,5,70,50,5,0,0,1
3486,1,1,195,0,11973,195,0,0,1
3487,1,1,5,25,30,5,1,0,1
3488,0,0,6,144,18,6,0,0,1
3489,0,0,5,5,5,5,0,0,1
3490,0,0,5,10,10,5,0,0,1
3491,36,0,272,3638,680,272,0,0,1
3492,0,0,24,40,40,24,0,0,1
3493,129,129,18,36,36,18,1,0,1
3494,0,0,5,0,180,5,0,0,1
3495,0,0,10,10,210,10,0,0,1
3496,92,91,2170,100006,29884,2170,1,0,1
3497,0,0,40,408,456,40,1,0,1
3498,26,26,1944,47088,12015,1944,0,0,1
3499,43,43,2640,40810,3575,2640,0,7,2
3500,0,0,5,5,5,5,0,0,1
3501,0,0,25,590,340,25,1,0,1
3502,3,3,84,1386,1330,84,1,0,1
3503,3,3,10,90,90,10,0,0,1
3504,0,0,10,275,270,10,0,0,1
3505,3,3,88,4532,4609,88,1,0,1
3506,5,5,468,2916,1080,468,1,0,1
3507,0,0,10,135,30,10,1,0,1
3508,0,0,5,5,5,5,0,0,1
3509,0,0,5,60,85,5,1,0,1
3510,0,0,72,1304,128,72,1,0,1
3511,0,0,45,225,135,45,1,0,2
3512,2,2,48,72,120,48,1,1,1
3513,0,0,10,80,5,10,1,0,1
3514,3,3,2057,38454,5049,2057,1,0,1
3515,4,4,48,80,80,48,0,0,1
3516,2,2,16,128,0,16,1,1,2
3517,0,0,12,48,36,12,1,0,1
3518,0,0,36,216,216,36,1,0,1
3519,1,1,144,1440,504,144,1,1,2
3520,2,2,76,2337,741,76,1,1,2
3521,1,1,5,5,5,5,0,0,1
3522,6,6,32,64,0,32,0,0,1
3523,5,5,5278,21025,23606,5278,1,0,3
3524,2,0,14,14,84,14,1,0,1
3525,0,0,9,9,126,9,1,0,1
3526,1,0,24,96,1040,24,0,0,1
3527,28,28,540,17880,1440,540,1,0,2
3528,0,0,12,12,12,12,0,0,1
3529,0,0,6,12,6,6,1,0,1
3530,11,1,50,1005,250,50,0,0,1
3531,0,0,36,684,324,36,1,0,1
3532,1,1,8,112,80,8,0,0,1
3533,0,0,10,615,210,10,1,0,1
3534,0,0,672,672,672,672,1,0,1
3535,1,1,140,5420,4400,140,1,1,2
3536,0,0,297,462,756,297,1,0,1
3537,0,0,25,70,70,25,0,0,1
3538,30,23,3105,166290,91839,3105,1,9,2
3539,0,0,100,20,120,100,0,0,1
3540,0,0,75,5181,0,75,0,0,1
3541,0,0,45,723,165,45,0,0,1
3542,1,1,360,8370,2088,360,1,0,1
3543,0,0,15,45,45,15,0,0,1
3544,0,0,36,72,36,36,0,0,1
3545,1,1,390,3330,3270,390,0,0,1
3546,0,0,6,12,12,6,1,0,1
3547,11,11,33,2343,165,33,1,0,1
3548,0,0,12,21,27,12,1,0,1
3549,12,12,544,81396,646,544,0,3,2
3550,0,0,15,42,12,15,0,0,1
3553,0,0,6,6,6,6,0,0,1
3554,1,1,18,54,0,18,0,0,1
3555,14,14,2025,52299,14769,2025,1,0,1
3556,9,7,480,14800,1680,480,1,0,1
3557,32,32,88,1848,1232,88,1,0,1
3558,0,0,260,1040,338,260,1,0,1
3559,0,0,3,24,54,3,1,0,1
3560,0,0,6,6,6,6,0,0,1
3561,4,4,216,252,252,216,0,0,1
3562,4,4,360,1545,1290,360,1,0,1
3563,1,0,40,744,912,40,0,0,1
3564,1,0,48,1072,896,48,0,0,1
3565,2,0,56,2368,1808,56,0,0,1
3566,0,0,15,30,20,15,1,0,1
3567,0,0,5,0,410,5,0,0,1
3568,0,0,1194,1632,1632,1194,0,0,1
3569,0,0,15,15,15,15,0,0,1
3570,1,1,16,656,0,16,0,0,1
3571,0,0,27,594,0,27,1,0,1
3572,10,10,323,1653,893,323,1,0,1
3573,0,0,15,570,105,15,1,0,1
3574,2,2,33,198,198,33,1,0,1
3575,0,0,33,33,33,33,0,0,1
3576,7,7,22,110,0,22,1,3,2
3577,3,3,828,25070,1426,828,1,0,1
3578,3,3,1539,60831,11448,1539,1,0,1
3579,0,0,7,0,7,7,1,0,1
3580,1,1,304,6032,6064,304,1,0,1
3581,8,8,224,1624,1512,224,0,0,1
3582,0,0,775,1320,1320,775,0,0,1
3583,1,1,42,168,126,42,0,1,2
3584,0,0,1392,0,6168,1392,0,0,1
3585,11,11,64,0,1184,64,0,0,1
3586,3,0,3,69,24,3,0,0,1
3587,0,0,24,36,36,24,0,0,1
3588,1,0,176,576,2496,176,1,0,1
3589,0,0,5,5,5,5,1,0,1
3590,1,1,5,10,0,5,1,0,1
3591,1,1,48,2424,2064,48,1,0,1
3592,0,0,5,15,10,5,1,0,1
3593,0,0,60,80,610,60,1,0,1
3594,0,0,10,10,10,10,1,0,1
3595,0,0,12,90,90,12,0,0,1
3596,1,1,12,36,0,12,1,0,1
3597,1,1,144,64,64,144,1,0,1
3598,1,1,195,494,598,195,1,0,3
3599,1,1,629,4440,925,629,1,0,1
3600,3,3,112,2674,56,112,1,0,1
3601,0,0,90,2100,420,90,1,0,1
3602,0,0,3,18,3,3,1,0,1
3603,0,0,90,2110,430,90,1,0,1
3604,1,1,85,0,2465,85,1,0,1
3605,1,1,78,156,195,78,1,0,1
3606,0,0,6,6,0,6,1,0,1
3607,1,1,6,57,6,6,1,0,1
3608,1,1,132,407,275,132,0,0,1
3609,0,0,6,93,48,6,1,0,1
3611,0,0,6,54,0,6,0,0,1
3612,1,1,22,22,22,22,0,1,2
3613,0,0,9,36,0,9,0,0,1
3614,1,1,154,418,418,154,0,0,1
3615,0,0,350,1935,2040,350,0,0,1
3616,0,0,5,30,25,5,1,0,1
3617,0,0,2,0,0,2,0,0,1
3618,1,1,7,126,119,7,1,0,1
3619,98,98,1100,89400,0,1100,1,13,2
3620,1,1,66,264,264,66,1,1,2
3621,16,14,420,4570,1570,420,1,0,1
3622,0,0,5,5,10,5,0,0,1
3623,0,0,40,80,480,40,0,0,1
3624,16,16,2652,28756,16432,2652,1,0,1
3625,0,0,10,355,25,10,1,0,1
